Name,County,Population,Median Age,Household Income,Per Capita Income,Poverty Count,Poverty Rate,county_name,state,year
"Seneca County, Ohio",147,55711.0,39.4,48415.0,23900.0,8209.0,14.734971549604207,SENECA,OHIO,2016
"Stark County, Ohio",151,374762.0,41.7,48714.0,26442.0,51534.0,13.751127382178556,STARK,OHIO,2016
"Coshocton County, Ohio",031,36665.0,41.2,43380.0,21521.0,5058.0,13.795172507841265,COSHOCTON,OHIO,2016
"Delaware County, Ohio",041,188996.0,38.0,94234.0,42985.0,9034.0,4.7799953438168,DELAWARE,OHIO,2016
"Geauga County, Ohio",055,94020.0,44.2,74165.0,37537.0,6399.0,6.805998723675813,GEAUGA,OHIO,2016
"Hocking County, Ohio",073,28690.0,42.7,43382.0,22091.0,4655.0,16.225165562913908,HOCKING,OHIO,2016
"Lake County, Ohio",085,229266.0,43.3,59958.0,31053.0,19231.0,8.388073242434553,LAKE,OHIO,2016
"Ross County, Ohio",141,77193.0,40.4,44587.0,22158.0,13419.0,17.3837005946135,ROSS,OHIO,2016
"Cuyahoga County, Ohio",035,1258710.0,40.4,45289.0,29143.0,227740.0,18.093127090433857,CUYAHOGA,OHIO,2016
"Holmes County, Ohio",075,43702.0,30.6,53619.0,19517.0,5504.0,12.594389272802161,HOLMES,OHIO,2016
"Miami County, Ohio",109,103864.0,41.4,53432.0,27247.0,11374.0,10.95085881537395,MIAMI,OHIO,2016
"Monroe County, Ohio",111,14442.0,46.3,41368.0,22100.0,2679.0,18.55006231823847,MONROE,OHIO,2016
"Trumbull County, Ohio",155,204908.0,43.8,43811.0,24445.0,35115.0,17.13695902551389,TRUMBULL,OHIO,2016
"Wood County, Ohio",173,129418.0,34.7,55985.0,28843.0,16797.0,12.978874654221206,WOOD,OHIO,2016
"Ashland County, Ohio",005,53343.0,40.0,48509.0,22604.0,7859.0,14.732954651969331,ASHLAND,OHIO,2016
"Dewey County, Oklahoma",043,4862.0,40.6,51654.0,25708.0,855.0,17.585355820649937,DEWEY,OKLAHOMA,2016
"Harper County, Oklahoma",059,3785.0,39.9,48173.0,24948.0,522.0,13.791281373844122,HARPER,OKLAHOMA,2016
"Logan County, Oklahoma",083,45171.0,37.8,55698.0,27483.0,5382.0,11.914724048615263,LOGAN,OKLAHOMA,2016
"Clark County, Arkansas",019,22684.0,33.6,35595.0,19500.0,4762.0,20.99277023452654,CLARK,ARKANSAS,2016
"Monroe County, Arkansas",095,7542.0,45.5,31541.0,19849.0,2139.0,28.361177406523467,MONROE,ARKANSAS,2016
"Ouachita County, Arkansas",103,24728.0,42.8,31233.0,20033.0,5970.0,24.14267227434487,OUACHITA,ARKANSAS,2016
"Arkansas County, Arkansas",001,18569.0,41.2,37330.0,23287.0,3587.0,19.317141472346385,ARKANSAS,ARKANSAS,2016
"Carroll County, Arkansas",015,27690.0,44.4,38145.0,20888.0,4789.0,17.295052365474902,CARROLL,ARKANSAS,2016
"Pulaski County, Arkansas",119,391806.0,36.5,47101.0,28421.0,69467.0,17.7299479844617,PULASKI,ARKANSAS,2016
"Lake County, California",033,64076.0,45.8,36132.0,21799.0,15561.0,24.28522379674137,LAKE,CALIFORNIA,2016
"Modoc County, California",049,9033.0,47.1,41194.0,21899.0,1483.0,16.417579984501273,MODOC,CALIFORNIA,2016
"Inyo County, California",027,18326.0,45.4,47278.0,28678.0,1905.0,10.395067117756193,INYO,CALIFORNIA,2016
"Santa Barbara County, California",083,439395.0,33.7,65161.0,31098.0,66880.0,15.220928777068469,SANTA BARBARA,CALIFORNIA,2016
"Imperial County, California",025,178807.0,32.2,42560.0,16311.0,40552.0,22.679201597252906,IMPERIAL,CALIFORNIA,2016
"Alameda County, California",001,1605217.0,37.2,79831.0,39042.0,189590.0,11.810864200914892,ALAMEDA,CALIFORNIA,2016
"Napa County, California",055,140823.0,40.7,74609.0,38057.0,12086.0,8.582404862842008,NAPA,CALIFORNIA,2016
"San Francisco County, California",075,850282.0,38.4,87701.0,55567.0,104180.0,12.252405672471015,SAN FRANCISCO,CALIFORNIA,2016
"Allegany County, Maryland",001,73060.0,41.6,41559.0,22029.0,11430.0,15.64467560908842,ALLEGANY,MARYLAND,2016
"Anne Arundel County, Maryland",003,559737.0,38.3,91918.0,42382.0,33168.0,5.92564007739349,ANNE ARUNDEL,MARYLAND,2016
"Calvert County, Maryland",009,90527.0,40.7,96808.0,39897.0,5400.0,5.9650711942293455,CALVERT,MARYLAND,2016
"Montgomery County, Maryland",031,1026371.0,38.6,100352.0,49906.0,69889.0,6.809331128802353,MONTGOMERY,MARYLAND,2016
"St. Mary's County, Maryland",037,110675.0,36.3,86810.0,36814.0,8440.0,7.6259317822453125,ST. MARY'S,MARYLAND,2016
"Dorchester County, Maryland",019,32451.0,44.2,47907.0,28055.0,5435.0,16.74832824874426,DORCHESTER,MARYLAND,2016
"Cecil County, Maryland",015,102175.0,40.2,67938.0,30676.0,10729.0,10.50061169562026,CECIL,MARYLAND,2016
"Barnstable County, Massachusetts",001,214703.0,51.8,65382.0,39104.0,17433.0,8.119588454749119,BARNSTABLE,MASSACHUSETTS,2016
"Berkshire County, Massachusetts",003,128563.0,46.1,52253.0,31417.0,15136.0,11.773216244176007,BERKSHIRE,MASSACHUSETTS,2016
"Plymouth County, Massachusetts",023,506657.0,42.4,77627.0,37188.0,39602.0,7.816333337938684,PLYMOUTH,MASSACHUSETTS,2016
"Norfolk County, Massachusetts",021,691218.0,41.0,90226.0,47306.0,45372.0,6.564065171913926,NORFOLK,MASSACHUSETTS,2016
"Nantucket County, Massachusetts",019,10694.0,39.1,89428.0,46009.0,1083.0,10.127174116326913,NANTUCKET,MASSACHUSETTS,2016
"Monroe County, Michigan",115,149945.0,41.9,56968.0,27809.0,16078.0,10.722598286038213,MONROE,MICHIGAN,2016
"Hillsdale County, Michigan",059,46024.0,41.9,44458.0,22435.0,8261.0,17.949330783938816,HILLSDALE,MICHIGAN,2016
"Oceana County, Michigan",127,26152.0,42.6,41952.0,20760.0,5136.0,19.63903334353013,OCEANA,MICHIGAN,2016
"Clare County, Michigan",035,30608.0,46.5,34911.0,20418.0,7289.0,23.814035546262414,CLARE,MICHIGAN,2016
"Keweenaw County, Michigan",083,2195.0,55.1,41472.0,26328.0,371.0,16.902050113895218,KEWEENAW,MICHIGAN,2016
"Ottawa County, Michigan",139,276583.0,34.7,61367.0,27696.0,26511.0,9.585187809807545,OTTAWA,MICHIGAN,2016
"Alpena County, Michigan",007,28929.0,47.3,39832.0,22776.0,4615.0,15.952850081233365,ALPENA,MICHIGAN,2016
"Midland County, Michigan",111,83559.0,41.3,54852.0,31135.0,10065.0,12.045381107959646,MIDLAND,MICHIGAN,2016
"Ogemaw County, Michigan",129,21103.0,49.5,36941.0,21515.0,4135.0,19.594370468653747,OGEMAW,MICHIGAN,2016
"Crawford County, Michigan",039,13840.0,49.7,41034.0,22348.0,2326.0,16.80635838150289,CRAWFORD,MICHIGAN,2016
"Gratiot County, Michigan",057,41676.0,39.2,42145.0,20358.0,6807.0,16.333141376331703,GRATIOT,MICHIGAN,2016
"Lenawee County, Michigan",091,98673.0,41.2,49300.0,24512.0,13434.0,13.614666626128729,LENAWEE,MICHIGAN,2016
"Colusa County, California",011,21361.0,34.7,54946.0,25745.0,2859.0,13.384204859323065,COLUSA,CALIFORNIA,2016
"Kings County, California",031,150261.0,31.4,47241.0,19123.0,28661.0,19.074144322212682,KINGS,CALIFORNIA,2016
"Fresno County, California",019,963160.0,31.6,45963.0,21057.0,254872.0,26.462062378005733,FRESNO,CALIFORNIA,2016
"Orange County, California",059,3132211.0,37.3,78145.0,35939.0,385556.0,12.309387841368286,ORANGE,CALIFORNIA,2016
"Sutter County, California",101,95406.0,35.6,52943.0,24335.0,16535.0,17.33119510303335,SUTTER,CALIFORNIA,2016
"San Joaquin County, California",077,714860.0,33.7,55045.0,23477.0,124587.0,17.428167753126488,SAN JOAQUIN,CALIFORNIA,2016
"Archuleta County, Colorado",007,12355.0,49.5,45607.0,28649.0,1369.0,11.080534196681505,ARCHULETA,COLORADO,2016
"Huerfano County, Colorado",055,6521.0,54.5,33257.0,25062.0,1086.0,16.6538874405766,HUERFANO,COLORADO,2016
"Chaffee County, Colorado",015,18507.0,49.1,50993.0,27848.0,1673.0,9.039822769762793,CHAFFEE,COLORADO,2016
"Garfield County, Colorado",045,57495.0,36.1,61300.0,29179.0,6274.0,10.912253239412124,GARFIELD,COLORADO,2016
"Mineral County, Colorado",079,793.0,61.2,49125.0,35041.0,65.0,8.19672131147541,MINERAL,COLORADO,2016
"Sedgwick County, Colorado",115,2367.0,49.5,46977.0,24247.0,342.0,14.448669201520913,SEDGWICK,COLORADO,2016
"Custer County, Colorado",027,4375.0,56.8,38605.0,22333.0,772.0,17.645714285714284,CUSTER,COLORADO,2016
"Adams County, Colorado",001,479977.0,33.3,61444.0,26051.0,61265.0,12.764153282344779,ADAMS,COLORADO,2016
"Lake County, Colorado",065,7401.0,39.4,46928.0,26693.0,836.0,11.295770841778138,LAKE,COLORADO,2016
"Pitkin County, Colorado",097,17543.0,43.2,69789.0,59229.0,1507.0,8.59032092572536,PITKIN,COLORADO,2016
"Cheyenne County, Colorado",017,2071.0,37.8,54375.0,23916.0,229.0,11.057460164171898,CHEYENNE,COLORADO,2016
"Dolores County, Colorado",033,1789.0,46.0,32240.0,21112.0,346.0,19.340413638904415,DOLORES,COLORADO,2016
"Larimer County, Colorado",069,325228.0,35.6,61942.0,32433.0,41640.0,12.803325666916747,LARIMER,COLORADO,2016
"San Miguel County, Colorado",113,7767.0,41.4,58170.0,35701.0,923.0,11.883610145487317,SAN MIGUEL,COLORADO,2016
"Tulsa County, Oklahoma",143,629823.0,35.4,50654.0,28970.0,98682.0,15.668211545148399,TULSA,OKLAHOMA,2016
"Washington County, Oklahoma",147,51892.0,40.4,50038.0,28528.0,7325.0,14.115856008633315,WASHINGTON,OKLAHOMA,2016
"Harmon County, Oklahoma",057,2813.0,41.1,35676.0,21227.0,433.0,15.39281905439033,HARMON,OKLAHOMA,2016
"Haskell County, Oklahoma",061,12835.0,40.4,36067.0,18981.0,2574.0,20.054538371640046,HASKELL,OKLAHOMA,2016
"Okmulgee County, Oklahoma",111,39322.0,39.1,38712.0,20721.0,7656.0,19.47001678449723,OKMULGEE,OKLAHOMA,2016
"Osage County, Oklahoma",113,47923.0,42.0,46342.0,23416.0,6948.0,14.498257621601319,OSAGE,OKLAHOMA,2016
"Jefferson County, Oklahoma",067,6280.0,42.1,35063.0,19651.0,1195.0,19.028662420382165,JEFFERSON,OKLAHOMA,2016
"Garfield County, Oklahoma",047,62481.0,36.0,49675.0,24968.0,7980.0,12.771882652326306,GARFIELD,OKLAHOMA,2016
"Garvin County, Oklahoma",049,27570.0,39.5,41250.0,22208.0,5070.0,18.389553862894452,GARVIN,OKLAHOMA,2016
"Pittsburg County, Oklahoma",121,44643.0,40.8,43601.0,23339.0,7450.0,16.687946598570885,PITTSBURG,OKLAHOMA,2016
"Pontotoc County, Oklahoma",123,38213.0,35.3,44041.0,22710.0,6661.0,17.43124067725643,PONTOTOC,OKLAHOMA,2016
"Roger Mills County, Oklahoma",129,3732.0,40.2,48462.0,27869.0,473.0,12.67416934619507,ROGER MILLS,OKLAHOMA,2016
"Woodward County, Oklahoma",153,21111.0,36.1,58569.0,27308.0,2568.0,12.164274548813415,WOODWARD,OKLAHOMA,2016
"Cherokee County, Oklahoma",021,48267.0,34.9,38585.0,19627.0,10380.0,21.50537634408602,CHEROKEE,OKLAHOMA,2016
"Delaware County, Oklahoma",041,41433.0,46.2,38438.0,22267.0,8086.0,19.515844857963458,DELAWARE,OKLAHOMA,2016
"Ellis County, Oklahoma",045,4123.0,43.9,52222.0,28610.0,627.0,15.2073732718894,ELLIS,OKLAHOMA,2016
"Grady County, Oklahoma",051,53955.0,38.4,54043.0,26250.0,6759.0,12.527105921601335,GRADY,OKLAHOMA,2016
"Payne County, Oklahoma",119,79953.0,27.1,38085.0,22409.0,18943.0,23.692669443297937,PAYNE,OKLAHOMA,2016
"Pottawatomie County, Oklahoma",125,71551.0,37.5,44351.0,21422.0,12334.0,17.238053975486018,POTTAWATOMIE,OKLAHOMA,2016
"Creek County, Oklahoma",037,70931.0,40.6,46517.0,23336.0,10491.0,14.790430136329672,CREEK,OKLAHOMA,2016
"Tillman County, Oklahoma",141,7611.0,40.8,37880.0,20549.0,1581.0,20.772566022861646,TILLMAN,OKLAHOMA,2016
"Washita County, Oklahoma",149,11626.0,38.5,48715.0,25032.0,1803.0,15.508343368312403,WASHITA,OKLAHOMA,2016
"Cotton County, Oklahoma",033,6062.0,41.0,48732.0,22411.0,956.0,15.770372814252722,COTTON,OKLAHOMA,2016
"Kiowa County, Oklahoma",075,9239.0,43.3,38853.0,22857.0,1938.0,20.97629613594545,KIOWA,OKLAHOMA,2016
"Le Flore County, Oklahoma",079,49885.0,39.7,37548.0,19138.0,11061.0,22.172997895158865,LE FLORE,OKLAHOMA,2016
"McCurtain County, Oklahoma",089,33071.0,38.9,33439.0,18507.0,7705.0,23.298358078074447,MCCURTAIN,OKLAHOMA,2016
"Major County, Oklahoma",093,7721.0,41.2,51602.0,27797.0,1031.0,13.353192591633208,MAJOR,OKLAHOMA,2016
"Mayes County, Oklahoma",097,40923.0,39.7,43302.0,21756.0,8454.0,20.65830950810058,MAYES,OKLAHOMA,2016
"Oklahoma County, Oklahoma",109,764698.0,34.3,48987.0,28059.0,132442.0,17.319516985790468,OKLAHOMA,OKLAHOMA,2016
"Custer County, Oklahoma",039,29248.0,30.5,47250.0,23540.0,4459.0,15.245486870897155,CUSTER,OKLAHOMA,2016
"Love County, Oklahoma",085,9768.0,39.2,46646.0,20440.0,1219.0,12.47952497952498,LOVE,OKLAHOMA,2016
"Beckham County, Oklahoma",009,23290.0,34.9,48851.0,25269.0,3030.0,13.00987548303993,BECKHAM,OKLAHOMA,2016
"Choctaw County, Oklahoma",023,15051.0,42.4,30870.0,19085.0,4230.0,28.104444887382897,CHOCTAW,OKLAHOMA,2016
"Jackson County, Oklahoma",065,25864.0,34.3,44331.0,23616.0,4206.0,16.261985771729044,JACKSON,OKLAHOMA,2016
"Lincoln County, Oklahoma",081,34640.0,41.1,46592.0,23878.0,5125.0,14.795034642032332,LINCOLN,OKLAHOMA,2016
"Pawnee County, Oklahoma",117,16444.0,41.9,45902.0,22750.0,2360.0,14.351739236195574,PAWNEE,OKLAHOMA,2016
"Seminole County, Oklahoma",133,25403.0,39.4,36870.0,19374.0,5615.0,22.103688540723535,SEMINOLE,OKLAHOMA,2016
"Cimarron County, Oklahoma",025,2269.0,44.6,44550.0,26309.0,351.0,15.469369766416923,CIMARRON,OKLAHOMA,2016
"Blaine County, Oklahoma",011,9777.0,41.7,44216.0,20848.0,1144.0,11.700930755855579,BLAINE,OKLAHOMA,2016
"Coal County, Oklahoma",029,5755.0,42.4,39231.0,23716.0,1112.0,19.322328410078192,COAL,OKLAHOMA,2016
"Grant County, Oklahoma",053,4497.0,45.0,54040.0,29559.0,401.0,8.91705581498777,GRANT,OKLAHOMA,2016
"Kingfisher County, Oklahoma",073,15392.0,38.3,62912.0,30011.0,1279.0,8.309511434511435,KINGFISHER,OKLAHOMA,2016
"McClain County, Oklahoma",087,37222.0,38.3,58673.0,27217.0,3530.0,9.483638708290796,MCCLAIN,OKLAHOMA,2016
"Marshall County, Oklahoma",095,16079.0,42.6,42886.0,21394.0,2613.0,16.25101063498974,MARSHALL,OKLAHOMA,2016
"Noble County, Oklahoma",103,11470.0,41.5,49367.0,26701.0,1449.0,12.632955536181342,NOBLE,OKLAHOMA,2016
"Nowata County, Oklahoma",105,10510.0,42.0,40302.0,21085.0,1941.0,18.46812559467174,NOWATA,OKLAHOMA,2016
"Rogers County, Oklahoma",131,89970.0,38.9,59828.0,28938.0,8297.0,9.221962876514393,ROGERS,OKLAHOMA,2016
"Sequoyah County, Oklahoma",135,41344.0,40.0,36301.0,18698.0,10157.0,24.567047213622292,SEQUOYAH,OKLAHOMA,2016
"Alfalfa County, Oklahoma",003,5784.0,44.1,52226.0,27807.0,589.0,10.18326417704011,ALFALFA,OKLAHOMA,2016
"Woods County, Oklahoma",151,9125.0,33.6,57079.0,27464.0,1059.0,11.605479452054794,WOODS,OKLAHOMA,2016
"Cleveland County, Oklahoma",027,271818.0,33.4,58488.0,28378.0,32583.0,11.987064874290885,CLEVELAND,OKLAHOMA,2016
"Okfuskee County, Oklahoma",107,12212.0,39.9,36044.0,17381.0,2957.0,24.21388797903701,OKFUSKEE,OKLAHOMA,2016
"Atoka County, Oklahoma",005,13847.0,40.7,36528.0,19159.0,2690.0,19.42659059724128,ATOKA,OKLAHOMA,2016
"Union County, Oregon",061,25758.0,39.7,45564.0,25458.0,4655.0,18.072055283795326,UNION,OREGON,2016
"Marion County, Oregon",047,326527.0,36.0,50775.0,23348.0,54411.0,16.663553090556064,MARION,OREGON,2016
"Douglas County, Oregon",019,107375.0,47.0,42052.0,23608.0,19701.0,18.347846332945284,DOUGLAS,OREGON,2016
"Jefferson County, Oregon",031,22305.0,40.2,47063.0,21630.0,4355.0,19.524770230889935,JEFFERSON,OREGON,2016
"Polk County, Oregon",053,78470.0,37.3,54010.0,24827.0,11916.0,15.185421180068817,POLK,OREGON,2016
"Deschutes County, Oregon",017,170813.0,42.0,54211.0,30177.0,23622.0,13.82915820224456,DESCHUTES,OREGON,2016
"Elbert County, Colorado",039,24225.0,45.4,87288.0,39360.0,1221.0,5.040247678018575,ELBERT,COLORADO,2016
"Yuma County, Colorado",125,10150.0,37.2,42026.0,23905.0,1459.0,14.374384236453203,YUMA,COLORADO,2016
"Summit County, Colorado",117,29269.0,38.2,70192.0,36545.0,3522.0,12.033209197444394,SUMMIT,COLORADO,2016
"Delta County, Colorado",029,30221.0,47.5,42011.0,24261.0,4890.0,16.180801429469575,DELTA,COLORADO,2016
"Mackinac County, Michigan",097,10998.0,51.7,40747.0,25604.0,1687.0,15.339152573195127,MACKINAC,MICHIGAN,2016
"Houghton County, Michigan",061,36565.0,33.0,39080.0,20248.0,7821.0,21.389306714070834,HOUGHTON,MICHIGAN,2016
"Lake County, Michigan",085,11415.0,51.8,30824.0,17178.0,3001.0,26.289969338589575,LAKE,MICHIGAN,2016
"Presque Isle County, Michigan",141,12955.0,53.9,41570.0,23862.0,1729.0,13.346198379004246,PRESQUE ISLE,MICHIGAN,2016
"Kalamazoo County, Michigan",077,258605.0,34.1,49693.0,27370.0,43657.0,16.881730825003384,KALAMAZOO,MICHIGAN,2016
"Newaygo County, Michigan",123,47957.0,42.7,44049.0,21905.0,8596.0,17.92439059991242,NEWAYGO,MICHIGAN,2016
"Calhoun County, Michigan",025,134691.0,40.0,44681.0,23812.0,22245.0,16.515580105574983,CALHOUN,MICHIGAN,2016
"Kent County, Michigan",081,629352.0,34.9,54673.0,28070.0,92049.0,14.625996262822714,KENT,MICHIGAN,2016
"Saginaw County, Michigan",145,195201.0,40.4,43712.0,24020.0,33795.0,17.312923601825812,SAGINAW,MICHIGAN,2016
"Bay County, Michigan",017,106107.0,42.7,45851.0,24753.0,16515.0,15.564477367185955,BAY,MICHIGAN,2016
"Delta County, Michigan",041,36570.0,46.6,42353.0,24182.0,5961.0,16.300246103363413,DELTA,MICHIGAN,2016
"Koochiching County, Minnesota",071,12930.0,48.2,44929.0,26814.0,2139.0,16.54292343387471,KOOCHICHING,MINNESOTA,2016
"Morrison County, Minnesota",097,32850.0,41.5,51456.0,26442.0,3801.0,11.570776255707763,MORRISON,MINNESOTA,2016
"Steele County, Minnesota",147,36541.0,39.5,58141.0,28736.0,3396.0,9.293670123970335,STEELE,MINNESOTA,2016
"Aitkin County, Minnesota",001,15722.0,53.6,44524.0,25780.0,1978.0,12.58109655260145,AITKIN,MINNESOTA,2016
"Murray County, Minnesota",101,8463.0,47.6,51801.0,29084.0,761.0,8.992083185631573,MURRAY,MINNESOTA,2016
"Kandiyohi County, Minnesota",067,42510.0,39.6,53514.0,28165.0,4732.0,11.131498470948012,KANDIYOHI,MINNESOTA,2016
"Rock County, Minnesota",133,9554.0,41.6,52835.0,27634.0,998.0,10.445886539669248,ROCK,MINNESOTA,2016
"Traverse County, Minnesota",155,3397.0,49.1,50333.0,30992.0,305.0,8.97851045039741,TRAVERSE,MINNESOTA,2016
"Hennepin County, Minnesota",053,1209265.0,36.2,67989.0,39939.0,141453.0,11.697436045862569,HENNEPIN,MINNESOTA,2016
"Chippewa County, Minnesota",023,12126.0,43.1,54041.0,27781.0,1285.0,10.597064159656936,CHIPPEWA,MINNESOTA,2016
"Clearwater County, Minnesota",029,8764.0,42.6,44203.0,23777.0,1435.0,16.37380191693291,CLEARWATER,MINNESOTA,2016
"Isanti County, Minnesota",059,38461.0,39.5,62733.0,28676.0,2732.0,7.1032994461922465,ISANTI,MINNESOTA,2016
"Mower County, Minnesota",099,39248.0,39.5,51778.0,27459.0,5403.0,13.766306563391765,MOWER,MINNESOTA,2016
"Olmsted County, Minnesota",109,150104.0,36.8,69308.0,36143.0,13635.0,9.083701966636465,OLMSTED,MINNESOTA,2016
"Windham County, Connecticut",015,117078.0,40.7,60689.0,28663.0,12518.0,10.692017287620219,WINDHAM,CONNECTICUT,2016
"Middlesex County, Connecticut",007,164438.0,44.7,79837.0,42573.0,11193.0,6.8068208078424695,MIDDLESEX,CONNECTICUT,2016
"Washington County, Florida",133,24627.0,42.0,38330.0,18239.0,4532.0,18.402566289032364,WASHINGTON,FLORIDA,2016
"Brevard County, Florida",009,560683.0,47.0,49914.0,28189.0,77357.0,13.79692268180059,BREVARD,FLORIDA,2016
"Lake County, Florida",069,317586.0,46.7,47141.0,24760.0,42342.0,13.332451682378947,LAKE,FLORIDA,2016
"Polk County, Florida",105,637691.0,40.4,44146.0,21669.0,110225.0,17.28501735166405,POLK,FLORIDA,2016
"Glades County, Florida",043,13420.0,45.1,34143.0,17798.0,2500.0,18.628912071535023,GLADES,FLORIDA,2016
"Jackson County, Florida",063,48721.0,41.3,35470.0,17222.0,9325.0,19.139590730896327,JACKSON,FLORIDA,2016
"Seminole County, Florida",117,442905.0,39.2,58538.0,30097.0,53025.0,11.972093338300539,SEMINOLE,FLORIDA,2016
"Bay County, Florida",005,178361.0,39.7,48577.0,25695.0,27363.0,15.341358256569542,BAY,FLORIDA,2016
"Gulf County, Florida",045,15851.0,44.5,40822.0,20050.0,2068.0,13.046495489243581,GULF,FLORIDA,2016
"Osceola County, Florida",097,311962.0,35.8,45536.0,19482.0,60243.0,19.311005827632854,OSCEOLA,FLORIDA,2016
"Walton County, Florida",131,61528.0,43.4,46910.0,28475.0,10357.0,16.832986607723313,WALTON,FLORIDA,2016
"Jefferson County, Florida",065,14082.0,45.5,41696.0,21311.0,1825.0,12.95980684561852,JEFFERSON,FLORIDA,2016
"Hardee County, Florida",049,27302.0,34.3,36222.0,17179.0,6716.0,24.59893048128342,HARDEE,FLORIDA,2016
"Orange County, Florida",095,1256055.0,34.5,49391.0,26210.0,212105.0,16.886601303286877,ORANGE,FLORIDA,2016
"Gilchrist County, Florida",041,17033.0,42.3,40881.0,21620.0,3730.0,21.898667292902015,GILCHRIST,FLORIDA,2016
"Alachua County, Florida",001,256581.0,31.0,44702.0,25758.0,58387.0,22.75577692814355,ALACHUA,FLORIDA,2016
"Charlotte County, Florida",015,169642.0,57.7,44865.0,27860.0,20511.0,12.09075582697681,CHARLOTTE,FLORIDA,2016
"Martin County, Florida",085,153592.0,51.1,52622.0,35892.0,17758.0,11.561800093754883,MARTIN,FLORIDA,2016
"Sarasota County, Florida",115,398011.0,54.5,52796.0,35210.0,43281.0,10.874322568974224,SARASOTA,FLORIDA,2016
"Citrus County, Florida",017,140453.0,55.7,39054.0,24188.0,24409.0,17.378767274461918,CITRUS,FLORIDA,2016
"Santa Rosa County, Florida",113,163903.0,39.5,60652.0,28219.0,19331.0,11.794170942569691,SANTA ROSA,FLORIDA,2016
"Broward County, Florida",011,1863780.0,40.0,52954.0,28987.0,265521.0,14.246370279754048,BROWARD,FLORIDA,2016
"Monroe County, Florida",087,77150.0,46.7,60303.0,36771.0,9815.0,12.72197018794556,MONROE,FLORIDA,2016
"Kittson County, Minnesota",069,4436.0,48.0,51484.0,29939.0,481.0,10.843101893597836,KITTSON,MINNESOTA,2016
"Mahnomen County, Minnesota",087,5480.0,36.1,41597.0,20233.0,1209.0,22.062043795620436,MAHNOMEN,MINNESOTA,2016
"Yellow Medicine County, Minnesota",173,10038.0,43.0,54717.0,27686.0,1115.0,11.107790396493325,YELLOW MEDICINE,MINNESOTA,2016
"Blue Earth County, Minnesota",013,65524.0,30.5,52119.0,27324.0,11323.0,17.280691044502777,BLUE EARTH,MINNESOTA,2016
"Lake of the Woods County, Minnesota",077,3901.0,50.8,45732.0,23234.0,312.0,7.997949243783645,LAKE OF THE WOODS,MINNESOTA,2016
"Juncos Municipio, Puerto Rico",077,39942.0,37.1,19084.0,9282.0,19558.0,48.966000701016476,"JUNCOS MUNICIPIO, PUERTO RICO","JUNCOS MUNICIPIO, PUERTO RICO",2016
"Adjuntas Municipio, Puerto Rico",001,18760.0,38.9,11296.0,7124.0,11791.0,62.85181236673774,"ADJUNTAS MUNICIPIO, PUERTO RICO","ADJUNTAS MUNICIPIO, PUERTO RICO",2016
"Hormigueros Municipio, Puerto Rico",067,16678.0,44.6,20589.0,11432.0,6013.0,36.05348363113083,"HORMIGUEROS MUNICIPIO, PUERTO RICO","HORMIGUEROS MUNICIPIO, PUERTO RICO",2016
"Naranjito Municipio, Puerto Rico",105,29467.0,37.7,18828.0,9886.0,14032.0,47.61937082159704,"NARANJITO MUNICIPIO, PUERTO RICO","NARANJITO MUNICIPIO, PUERTO RICO",2016
"Arecibo Municipio, Puerto Rico",013,91096.0,41.0,16796.0,9438.0,43974.0,48.272152454553435,"ARECIBO MUNICIPIO, PUERTO RICO","ARECIBO MUNICIPIO, PUERTO RICO",2016
"Florida Municipio, Puerto Rico",054,12287.0,37.5,16793.0,7451.0,6707.0,54.58614796125987,"FLORIDA MUNICIPIO, PUERTO RICO","FLORIDA MUNICIPIO, PUERTO RICO",2016
"Moca Municipio, Puerto Rico",099,38289.0,37.5,14157.0,7621.0,21529.0,56.227637180391234,"MOCA MUNICIPIO, PUERTO RICO","MOCA MUNICIPIO, PUERTO RICO",2016
"Salinas Municipio, Puerto Rico",123,29722.0,37.3,16540.0,8535.0,15702.0,52.82955386582329,"SALINAS MUNICIPIO, PUERTO RICO","SALINAS MUNICIPIO, PUERTO RICO",2016
"Yauco Municipio, Puerto Rico",153,38519.0,41.5,14666.0,7998.0,19162.0,49.74687816402295,"YAUCO MUNICIPIO, PUERTO RICO","YAUCO MUNICIPIO, PUERTO RICO",2016
"Cabo Rojo Municipio, Puerto Rico",023,50096.0,41.7,17088.0,9833.0,25055.0,50.0139731715107,"CABO ROJO MUNICIPIO, PUERTO RICO","CABO ROJO MUNICIPIO, PUERTO RICO",2016
"Las Marías Municipio, Puerto Rico",083,9093.0,39.2,13132.0,6730.0,5309.0,58.385571318596725,"LAS MARÍAS MUNICIPIO, PUERTO RICO","LAS MARÍAS MUNICIPIO, PUERTO RICO",2016
"Villalba Municipio, Puerto Rico",149,24186.0,36.9,18974.0,8733.0,12185.0,50.3803853468949,"VILLALBA MUNICIPIO, PUERTO RICO","VILLALBA MUNICIPIO, PUERTO RICO",2016
"Aguada Municipio, Puerto Rico",003,40083.0,40.0,15543.0,8592.0,21828.0,54.457001721428036,"AGUADA MUNICIPIO, PUERTO RICO","AGUADA MUNICIPIO, PUERTO RICO",2016
"Cidra Municipio, Puerto Rico",041,41782.0,38.4,21846.0,11107.0,17471.0,41.814657029342776,"CIDRA MUNICIPIO, PUERTO RICO","CIDRA MUNICIPIO, PUERTO RICO",2016
