year,state,state_po,county_name,Population,Median Age,Household Income,Per Capita Income,Poverty Rate,Winner
2016,MISSOURI,MO,CLINTON,20494.0,40.9,57486.0,26551.0,9.207572948179955,Republican
2016,MISSOURI,MO,DALLAS,16508.0,43.3,37695.0,17378.0,17.99127695662709,Republican
2016,MISSOURI,MO,DALLAS,16508.0,43.3,37695.0,17378.0,17.99127695662709,Republican
2016,MISSOURI,MO,HICKORY,9267.0,54.2,33113.0,18694.0,24.76529621236646,Republican
2016,MISSOURI,MO,HICKORY,9267.0,54.2,33113.0,18694.0,24.76529621236646,Republican
2016,MISSOURI,MO,LINCOLN,54286.0,36.7,55249.0,22833.0,13.554139188741113,Republican
2016,MISSOURI,MO,LINCOLN,54286.0,36.7,55249.0,22833.0,13.554139188741113,Republican
2016,MISSOURI,MO,MONROE,8642.0,45.1,41201.0,21069.0,15.424670215227957,Republican
2016,MISSOURI,MO,MONROE,8642.0,45.1,41201.0,21069.0,15.424670215227957,Republican
2016,MISSOURI,MO,NEWTON,58741.0,39.6,44474.0,23874.0,14.119609812567031,Republican
2016,MISSOURI,MO,NEWTON,58741.0,39.6,44474.0,23874.0,14.119609812567031,Republican
2016,MISSOURI,MO,PIKE,18475.0,38.9,42779.0,19900.0,13.244925575101488,Republican
2016,MISSOURI,MO,PIKE,18475.0,38.9,42779.0,19900.0,13.244925575101488,Republican
2016,MISSOURI,MO,ST. CHARLES,379856.0,37.7,75603.0,34021.0,5.99306052820016,Republican
2016,MISSOURI,MO,ST. CHARLES,379856.0,37.7,75603.0,34021.0,5.99306052820016,Republican
2016,MISSOURI,MO,CAPE GIRARDEAU,78089.0,36.2,48458.0,25348.0,16.949890509546798,Republican
2016,MISSOURI,MO,CAPE GIRARDEAU,78089.0,36.2,48458.0,25348.0,16.949890509546798,Republican
2016,MISSOURI,MO,SHELBY,6148.0,42.1,41351.0,21521.0,15.09433962264151,Republican
2016,MISSOURI,MO,SHELBY,6148.0,42.1,41351.0,21521.0,15.09433962264151,Republican
2016,MISSOURI,MO,WEBSTER,37075.0,37.6,44814.0,20424.0,18.17127444369521,Republican
2016,MISSOURI,MO,WEBSTER,37075.0,37.6,44814.0,20424.0,18.17127444369521,Republican
2016,MISSOURI,MO,ATCHISON,5380.0,47.7,43438.0,26710.0,11.802973977695167,Republican
2016,MISSOURI,MO,ATCHISON,5380.0,47.7,43438.0,26710.0,11.802973977695167,Republican
2016,MISSOURI,MO,BATES,16513.0,41.2,41520.0,22250.0,15.884454672076545,Republican
2016,MISSOURI,MO,BATES,16513.0,41.2,41520.0,22250.0,15.884454672076545,Republican
2016,MISSOURI,MO,BENTON,18825.0,52.9,33428.0,19487.0,19.02257636122178,Republican
2016,MISSOURI,MO,BENTON,18825.0,52.9,33428.0,19487.0,19.02257636122178,Republican
2016,MISSOURI,MO,CARTER,6249.0,40.6,37162.0,21296.0,20.40326452232357,Republican
2016,MISSOURI,MO,CARTER,6249.0,40.6,37162.0,21296.0,20.40326452232357,Republican
2016,MISSOURI,MO,DADE,7590.0,46.9,37904.0,20624.0,20.02635046113307,Republican
2016,MISSOURI,MO,DADE,7590.0,46.9,37904.0,20624.0,20.02635046113307,Republican
2016,MISSOURI,MO,LINN,12319.0,42.8,39286.0,20860.0,18.19141164055524,Republican
2016,MISSOURI,MO,LINN,12319.0,42.8,39286.0,20860.0,18.19141164055524,Republican
2016,MISSOURI,MO,HOWELL,40265.0,40.5,33964.0,19293.0,22.30224760958649,Republican
2016,MISSOURI,MO,HOWELL,40265.0,40.5,33964.0,19293.0,22.30224760958649,Republican
2016,MISSOURI,MO,JOHNSON,54229.0,29.8,48977.0,22589.0,15.537811871876672,Republican
2016,MISSOURI,MO,JOHNSON,54229.0,29.8,48977.0,22589.0,15.537811871876672,Republican
2016,MISSOURI,MO,LACLEDE,35505.0,40.1,40436.0,19552.0,18.864948598788903,Republican
2016,MISSOURI,MO,LACLEDE,35505.0,40.1,40436.0,19552.0,18.864948598788903,Republican
2016,MISSOURI,MO,MARIES,8987.0,43.9,40542.0,20922.0,18.638032713920108,Republican
2016,MISSOURI,MO,MARIES,8987.0,43.9,40542.0,20922.0,18.638032713920108,Republican
2016,MISSOURI,MO,PHELPS,44833.0,34.5,41603.0,22400.0,19.22690875025093,Republican
2016,MISSOURI,MO,PHELPS,44833.0,34.5,41603.0,22400.0,19.22690875025093,Republican
2016,MISSOURI,MO,PLATTE,94970.0,38.1,70879.0,36160.0,7.043276824260293,Republican
2016,MISSOURI,MO,PLATTE,94970.0,38.1,70879.0,36160.0,7.043276824260293,Republican
2016,MISSOURI,MO,ST. FRANCOIS,66230.0,38.8,41461.0,20016.0,15.030952740449948,Republican
2016,MISSOURI,MO,ST. FRANCOIS,66230.0,38.8,41461.0,20016.0,15.030952740449948,Republican
2016,"ST. LOUIS CITY, MISSOURI",,"ST. LOUIS CITY, MISSOURI",316030.0,34.8,36809.0,25434.0,25.920324019871533,
2016,MISSOURI,MO,ANDREW,17347.0,42.0,54804.0,26661.0,9.039026921081454,Republican
2016,MISSOURI,MO,ANDREW,17347.0,42.0,54804.0,26661.0,9.039026921081454,Republican
