,year,state,county_name,Population,Median Age,Household Income,Per Capita Income,Poverty Rate,winner
1295,2012,MINNESOTA,WABASHA,21636.0,43.0,53537.0,27980.0,7.681641708264005,REPUBLICAN
1296,2012,MINNESOTA,WADENA,13808.0,43.4,35767.0,20164.0,18.08371958285052,REPUBLICAN
1297,2012,MINNESOTA,WASECA,19089.0,39.3,53433.0,25291.0,8.282256797108282,REPUBLICAN
1298,2012,MINNESOTA,WASHINGTON,238721.0,38.2,80747.0,36857.0,5.5290485545888295,DEMOCRAT
1299,2012,MINNESOTA,WATONWAN,11177.0,40.4,49210.0,24760.0,11.48787689004205,REPUBLICAN
1300,2012,MINNESOTA,WILKIN,6584.0,42.8,52970.0,24599.0,6.819562575941677,REPUBLICAN
1301,2012,MINNESOTA,WINONA,51481.0,33.1,46900.0,23055.0,14.638410287290457,DEMOCRAT
1302,2012,MINNESOTA,WRIGHT,124737.0,34.6,70930.0,29772.0,6.034296159118786,REPUBLICAN
1303,2012,MINNESOTA,YELLOW MEDICINE,10357.0,42.7,52134.0,24581.0,11.36429467992662,REPUBLICAN
1304,2012,MISSISSIPPI,ADAMS,32391.0,40.4,27486.0,17585.0,27.557037448674013,DEMOCRAT
1305,2012,MISSISSIPPI,ALCORN,37027.0,39.4,32846.0,19003.0,18.959137926378048,REPUBLICAN
1306,2012,MISSISSIPPI,AMITE,13139.0,44.3,30471.0,17036.0,28.251769541060963,REPUBLICAN
1307,2012,MISSISSIPPI,ATTALA,19454.0,39.9,31102.0,17955.0,27.660121311812482,REPUBLICAN
1308,2012,MISSISSIPPI,BENTON,8725.0,40.2,26899.0,17504.0,27.140401146131804,DEMOCRAT
1309,2012,MISSISSIPPI,BOLIVAR,34239.0,34.2,27768.0,16716.0,32.389964660182834,DEMOCRAT
1310,2012,MISSISSIPPI,CALHOUN,14903.0,39.3,30768.0,16910.0,20.063074548748574,REPUBLICAN
1311,2012,MISSISSIPPI,CARROLL,10553.0,42.3,30568.0,16508.0,24.618591869610537,REPUBLICAN
1312,2012,MISSISSIPPI,CHICKASAW,17458.0,38.4,31028.0,16396.0,26.091190285256044,DEMOCRAT
1313,2012,MISSISSIPPI,CHOCTAW,8506.0,42.4,30180.0,17256.0,21.62003291794028,REPUBLICAN
1314,2012,MISSISSIPPI,CLAIBORNE,9681.0,31.7,24078.0,12788.0,33.78783183555418,DEMOCRAT
1315,2012,MISSISSIPPI,CLARKE,16688.0,40.8,31831.0,18559.0,24.53259827420901,REPUBLICAN
1316,2012,MISSISSIPPI,CLAY,20633.0,38.8,31228.0,18833.0,24.010080938302718,DEMOCRAT
1317,2012,MISSISSIPPI,COAHOMA,26099.0,32.8,25574.0,15848.0,36.60293497835166,DEMOCRAT
1318,2012,MISSISSIPPI,COPIAH,29324.0,36.4,36645.0,18327.0,23.714363661164917,DEMOCRAT
1319,2012,MISSISSIPPI,COVINGTON,19571.0,37.2,32345.0,16947.0,27.96995554647182,REPUBLICAN
1320,2012,MISSISSIPPI,DESOTO,161536.0,35.1,58851.0,25073.0,10.119725633914422,REPUBLICAN
1321,2012,MISSISSIPPI,FORREST,75378.0,31.1,35459.0,20182.0,25.901456658441454,REPUBLICAN
1322,2012,MISSISSIPPI,FRANKLIN,8055.0,41.4,31819.0,20527.0,25.15207945375543,REPUBLICAN
1323,2012,MISSISSIPPI,GEORGE,22579.0,36.3,46263.0,20080.0,17.064528987111917,REPUBLICAN
1324,2012,MISSISSIPPI,GREENE,14352.0,36.3,38836.0,13820.0,13.517279821627648,REPUBLICAN
1325,2012,MISSISSIPPI,GRENADA,21886.0,39.3,35912.0,20594.0,21.977519875719636,REPUBLICAN
1326,2012,MISSISSIPPI,HANCOCK,44044.0,40.5,43727.0,22898.0,19.46235582599219,REPUBLICAN
1327,2012,MISSISSIPPI,HARRISON,188110.0,35.4,43593.0,23378.0,17.629046834299082,REPUBLICAN
1328,2012,MISSISSIPPI,HINDS,246335.0,33.0,38152.0,20589.0,23.3474739683764,DEMOCRAT
1329,2012,MISSISSIPPI,HOLMES,19207.0,32.2,22335.0,12278.0,41.18290206695475,DEMOCRAT
1330,2012,MISSISSIPPI,HUMPHREYS,9399.0,35.1,24783.0,12573.0,40.52558782849239,DEMOCRAT
1331,2012,MISSISSIPPI,ISSAQUENA,1556.0,40.2,24474.0,15241.0,24.48586118251928,DEMOCRAT
1332,2012,MISSISSIPPI,ITAWAMBA,23362.0,39.1,36235.0,18457.0,13.256570499101104,REPUBLICAN
1333,2012,MISSISSIPPI,JACKSON,139430.0,37.0,49750.0,24158.0,15.232016065409166,REPUBLICAN
1334,2012,MISSISSIPPI,JASPER,17033.0,41.2,30998.0,19115.0,20.971056185052547,DEMOCRAT
1335,2012,MISSISSIPPI,JEFFERSON,7743.0,38.6,20281.0,11771.0,37.99560893710448,DEMOCRAT
1336,2012,MISSISSIPPI,JEFFERSON DAVIS,12364.0,41.4,27201.0,16780.0,26.237463604011648,DEMOCRAT
1337,2012,MISSISSIPPI,JONES,67868.0,36.8,38233.0,20227.0,23.367419107679613,REPUBLICAN
1338,2012,MISSISSIPPI,KEMPER,10391.0,37.4,27471.0,14466.0,25.97440092387643,DEMOCRAT
1339,2012,MISSISSIPPI,LAFAYETTE,47586.0,27.3,42688.0,21206.0,20.783423696045055,REPUBLICAN
1340,2012,MISSISSIPPI,LAMAR,55580.0,33.1,50743.0,26958.0,17.39834472831954,REPUBLICAN
1341,2012,MISSISSIPPI,LAUDERDALE,80204.0,36.9,36814.0,21262.0,22.189666350805446,REPUBLICAN
1342,2012,MISSISSIPPI,LAWRENCE,12832.0,40.1,38364.0,19953.0,18.298004987531172,REPUBLICAN
1343,2012,MISSISSIPPI,LEAKE,23563.0,32.7,30862.0,15580.0,25.57399312481433,REPUBLICAN
1344,2012,MISSISSIPPI,LEE,83235.0,35.9,41242.0,22119.0,17.987625397969605,REPUBLICAN
1345,2012,MISSISSIPPI,LEFLORE,32196.0,32.5,23659.0,12972.0,36.5231705801963,DEMOCRAT
1346,2012,MISSISSIPPI,LINCOLN,34850.0,37.5,37176.0,19964.0,21.1506456241033,REPUBLICAN
1347,2012,MISSISSIPPI,LOWNDES,59584.0,36.2,37508.0,21593.0,24.95972073039742,REPUBLICAN
1348,2012,MISSISSIPPI,MADISON,95481.0,36.1,60195.0,32637.0,13.357631361213226,REPUBLICAN
1349,2012,MISSISSIPPI,MARION,26810.0,37.8,31865.0,17927.0,24.826557254755688,REPUBLICAN
1350,2012,MISSISSIPPI,MARSHALL,37019.0,38.5,34459.0,17784.0,22.33177557470488,DEMOCRAT
1351,2012,MISSISSIPPI,MONROE,36912.0,39.2,35370.0,18598.0,20.58138274815778,REPUBLICAN
1352,2012,MISSISSIPPI,MONTGOMERY,10866.0,41.1,30440.0,15880.0,32.10933186085036,REPUBLICAN
1353,2012,MISSISSIPPI,NESHOBA,29682.0,35.3,37893.0,19078.0,21.70675830469645,REPUBLICAN
1354,2012,MISSISSIPPI,NEWTON,21687.0,37.8,35907.0,18237.0,18.64711578364919,REPUBLICAN
1355,2012,MISSISSIPPI,NOXUBEE,11511.0,36.5,22652.0,12534.0,35.60072973677352,DEMOCRAT
1356,2012,MISSISSIPPI,OKTIBBEHA,47486.0,25.2,29430.0,19704.0,31.567198753316767,DEMOCRAT
1357,2012,MISSISSIPPI,PANOLA,34675.0,36.0,36147.0,17146.0,26.99062725306417,DEMOCRAT
1358,2012,MISSISSIPPI,PEARL RIVER,55886.0,39.2,41940.0,20244.0,21.395340514619047,REPUBLICAN
1359,2012,MISSISSIPPI,PERRY,12217.0,39.4,35942.0,17366.0,20.365065073258574,REPUBLICAN
1360,2012,MISSISSIPPI,PIKE,40300.0,37.1,35212.0,18797.0,25.56575682382134,DEMOCRAT
1361,2012,MISSISSIPPI,PONTOTOC,29962.0,36.0,40260.0,17745.0,15.49629530738936,REPUBLICAN
1362,2012,MISSISSIPPI,PRENTISS,25384.0,38.7,33294.0,17546.0,23.384809328711,REPUBLICAN
1363,2012,MISSISSIPPI,QUITMAN,8171.0,38.5,23115.0,13740.0,36.60506669930241,DEMOCRAT
1364,2012,MISSISSIPPI,RANKIN,142136.0,36.2,57593.0,27051.0,11.038019924579276,REPUBLICAN
1365,2012,MISSISSIPPI,SCOTT,28207.0,35.0,35074.0,16774.0,21.881093345623427,REPUBLICAN
1366,2012,MISSISSIPPI,SHARKEY,4835.0,38.2,32340.0,14472.0,34.85005170630817,DEMOCRAT
1367,2012,MISSISSIPPI,SIMPSON,27476.0,38.1,37977.0,18361.0,21.786286213422624,REPUBLICAN
1368,2012,MISSISSIPPI,SMITH,16425.0,39.2,36519.0,20964.0,22.465753424657535,REPUBLICAN
1369,2012,MISSISSIPPI,STONE,17657.0,35.5,42862.0,21806.0,17.14900605991958,REPUBLICAN
1370,2012,MISSISSIPPI,SUNFLOWER,29230.0,33.4,26611.0,12823.0,29.401300034211427,DEMOCRAT
1371,2012,MISSISSIPPI,TALLAHATCHIE,15262.0,35.4,27689.0,13036.0,26.45786921766479,DEMOCRAT
1372,2012,MISSISSIPPI,TATE,28580.0,36.2,43277.0,20482.0,16.511546536039187,REPUBLICAN
1373,2012,MISSISSIPPI,TIPPAH,22095.0,38.1,34523.0,18875.0,22.92826431319303,REPUBLICAN
1374,2012,MISSISSIPPI,TISHOMINGO,19573.0,42.5,32878.0,18554.0,18.12701169979053,REPUBLICAN
1375,2012,MISSISSIPPI,TUNICA,10716.0,32.2,30463.0,15051.0,29.572601717058603,DEMOCRAT
1376,2012,MISSISSIPPI,UNION,27175.0,37.1,36582.0,19514.0,24.224471021159154,REPUBLICAN
1377,2012,MISSISSIPPI,WALTHALL,15405.0,36.8,32260.0,16727.0,26.575787082116197,REPUBLICAN
1378,2012,MISSISSIPPI,WARREN,48419.0,37.9,40876.0,22413.0,22.670852351349676,DEMOCRAT
1379,2012,MISSISSIPPI,WASHINGTON,51010.0,35.2,27610.0,16157.0,36.81238972750441,DEMOCRAT
1380,2012,MISSISSIPPI,WAYNE,20754.0,37.5,30783.0,18039.0,28.495711670039512,REPUBLICAN
1381,2012,MISSISSIPPI,WEBSTER,10162.0,40.5,35391.0,19755.0,24.16847077346979,REPUBLICAN
1382,2012,MISSISSIPPI,WILKINSON,9778.0,36.2,35960.0,18608.0,20.914297402331766,DEMOCRAT
1383,2012,MISSISSIPPI,WINSTON,19160.0,39.4,32094.0,17828.0,25.850730688935283,REPUBLICAN
1384,2012,MISSISSIPPI,YALOBUSHA,12647.0,40.2,32343.0,17489.0,19.451253261643078,REPUBLICAN
1385,2012,MISSISSIPPI,YAZOO,28220.0,35.4,26769.0,14432.0,30.08858965272856,DEMOCRAT
1386,2012,MISSOURI,ADAIR,25542.0,29.1,33284.0,18331.0,21.44311330357842,REPUBLICAN
1387,2012,MISSOURI,ANDREW,17205.0,41.9,57406.0,25821.0,7.265329845975007,REPUBLICAN
1388,2012,MISSOURI,ATCHISON,5664.0,46.1,46059.0,25699.0,9.834039548022599,REPUBLICAN
1389,2012,MISSOURI,AUDRAIN,25617.0,38.6,41387.0,18995.0,15.118866377795994,REPUBLICAN
1390,2012,MISSOURI,BARRY,35680.0,41.8,38153.0,19419.0,17.713004484304932,REPUBLICAN
1391,2012,MISSOURI,BARTON,12428.0,40.5,39576.0,19429.0,19.21467653685227,REPUBLICAN
1392,2012,MISSOURI,BATES,17003.0,41.5,39371.0,20676.0,16.585308474975005,REPUBLICAN
1393,2012,MISSOURI,BENTON,19021.0,51.5,33349.0,20049.0,18.31134009778666,REPUBLICAN
1394,2012,MISSOURI,BOLLINGER,12389.0,42.5,37016.0,18892.0,19.097586568730325,REPUBLICAN
1395,2012,MISSOURI,BOONE,163266.0,29.6,47786.0,26794.0,18.319184643465267,DEMOCRAT
1396,2012,MISSOURI,BUCHANAN,89162.0,36.6,44181.0,22184.0,15.717458109957157,REPUBLICAN
1397,2012,MISSOURI,BUTLER,42792.0,40.6,34343.0,19775.0,19.971022621050665,REPUBLICAN
1398,2012,MISSOURI,CALDWELL,9302.0,41.7,41324.0,21362.0,14.620511717910126,REPUBLICAN
1399,2012,MISSOURI,CALLAWAY,44157.0,37.6,50516.0,23863.0,10.766129945422017,REPUBLICAN
1400,2012,MISSOURI,CAMDEN,43731.0,48.7,44577.0,23851.0,13.70195056138666,REPUBLICAN
1401,2012,MISSOURI,CAPE GIRARDEAU,75690.0,36.3,46154.0,23560.0,15.102391333069098,REPUBLICAN
1402,2012,MISSOURI,CARROLL,9279.0,41.8,44858.0,25174.0,12.856988899665913,REPUBLICAN
1403,2012,MISSOURI,CARTER,6225.0,40.3,27209.0,17283.0,27.004016064257026,REPUBLICAN
1404,2012,MISSOURI,CASS,99394.0,38.3,60595.0,27214.0,8.268104714570295,REPUBLICAN
1405,2012,MISSOURI,CEDAR,13941.0,44.6,31677.0,16861.0,19.546660928197404,REPUBLICAN
1406,2012,MISSOURI,CHARITON,7759.0,45.3,40538.0,19338.0,15.388581002706534,REPUBLICAN
1407,2012,MISSOURI,CHRISTIAN,77474.0,36.7,53549.0,24879.0,9.976250096806671,REPUBLICAN
1408,2012,MISSOURI,CLARK,7082.0,43.1,40466.0,19898.0,16.26659135837334,REPUBLICAN
1409,2012,MISSOURI,CLAY,222048.0,36.4,60560.0,29324.0,8.242812364894077,REPUBLICAN
1410,2012,MISSOURI,CLINTON,20687.0,40.6,53234.0,24977.0,9.489051094890511,REPUBLICAN
1411,2012,MISSOURI,COLE,75813.0,37.8,55465.0,26688.0,11.040322899766531,REPUBLICAN
1412,2012,MISSOURI,COOPER,17542.0,37.6,45200.0,22663.0,16.024398586250143,REPUBLICAN
1413,2012,MISSOURI,CRAWFORD,24753.0,40.2,35794.0,17863.0,18.611885428028927,REPUBLICAN
1414,2012,MISSOURI,DADE,7811.0,46.3,34000.0,19244.0,19.99743950838561,REPUBLICAN
1415,2012,MISSOURI,DALLAS,16825.0,41.7,40286.0,18557.0,20.528974739970284,REPUBLICAN
1416,2012,MISSOURI,DAVIESS,8341.0,40.3,42617.0,20364.0,14.039084042680734,REPUBLICAN
1417,2012,MISSOURI,DEKALB,12878.0,40.2,43898.0,16729.0,6.111197390899208,REPUBLICAN
1418,2012,MISSOURI,DENT,15595.0,42.9,36288.0,18945.0,19.025328630971465,REPUBLICAN
1419,2012,MISSOURI,DOUGLAS,13690.0,44.9,31277.0,16435.0,23.630387143900656,REPUBLICAN
1420,2012,MISSOURI,DUNKLIN,31970.0,39.5,30379.0,17778.0,24.726305911792306,REPUBLICAN
1421,2012,MISSOURI,FRANKLIN,101440.0,39.4,48322.0,24247.0,12.71589116719243,REPUBLICAN
1422,2012,MISSOURI,GASCONADE,15160.0,45.1,41304.0,21651.0,13.225593667546175,REPUBLICAN
1423,2012,MISSOURI,GENTRY,6773.0,42.1,38465.0,20206.0,17.11206260150598,REPUBLICAN
1424,2012,MISSOURI,GREENE,275671.0,35.6,41458.0,23637.0,17.038788991225047,REPUBLICAN
1425,2012,MISSOURI,GRUNDY,10256.0,41.8,37533.0,19470.0,12.256240249609984,REPUBLICAN
1426,2012,MISSOURI,HARRISON,8901.0,42.6,36909.0,19706.0,13.751263902932255,REPUBLICAN
1427,2012,MISSOURI,HENRY,22234.0,43.9,39551.0,22814.0,16.74462534856526,REPUBLICAN
1428,2012,MISSOURI,HICKORY,9554.0,52.7,29400.0,16803.0,17.291186937408416,REPUBLICAN
1429,2012,MISSOURI,HOLT,4840.0,46.1,42706.0,23943.0,14.173553719008265,REPUBLICAN
1430,2012,MISSOURI,HOWARD,10160.0,39.7,42104.0,22016.0,14.990157480314961,REPUBLICAN
1431,2012,MISSOURI,HOWELL,40330.0,39.6,34148.0,17763.0,20.30002479543764,REPUBLICAN
1432,2012,MISSOURI,IRON,10563.0,42.8,33333.0,18293.0,24.491148348007194,REPUBLICAN
1433,2012,MISSOURI,JACKSON,672784.0,36.2,47023.0,25965.0,16.738061547242502,REPUBLICAN
1434,2012,MISSOURI,JASPER,116493.0,35.1,39908.0,20801.0,18.45690298987922,REPUBLICAN
1435,2012,MISSOURI,JEFFERSON,218628.0,37.7,55743.0,24873.0,10.421812393654976,REPUBLICAN
1436,2012,MISSOURI,JOHNSON,52964.0,29.7,47960.0,21375.0,15.246204969413187,REPUBLICAN
1437,2012,MISSOURI,KNOX,4111.0,43.9,32500.0,20681.0,22.476283142787643,REPUBLICAN
1438,2012,MISSOURI,LACLEDE,35507.0,39.1,39101.0,19788.0,18.244289858337794,REPUBLICAN
1439,2012,MISSOURI,LAFAYETTE,33278.0,40.3,51917.0,23679.0,9.820301700823366,REPUBLICAN
1440,2012,MISSOURI,LAWRENCE,38559.0,39.3,38568.0,19399.0,17.08809875774787,REPUBLICAN
1441,2012,MISSOURI,LEWIS,10203.0,38.7,41758.0,19230.0,14.113496030579242,REPUBLICAN
1442,2012,MISSOURI,LINCOLN,52637.0,35.6,53822.0,22347.0,13.505708911982065,REPUBLICAN
1443,2012,MISSOURI,LINN,12668.0,43.0,39028.0,20968.0,13.245974107988634,REPUBLICAN
1444,2012,MISSOURI,LIVINGSTON,15068.0,41.5,42241.0,20543.0,16.584815503052827,REPUBLICAN
1445,2012,MISSOURI,MCDONALD,22970.0,36.5,36719.0,17429.0,21.619503700478887,REPUBLICAN
1446,2012,MISSOURI,MACON,15532.0,42.1,37405.0,19857.0,13.913211434457894,REPUBLICAN
1447,2012,MISSOURI,MADISON,12334.0,41.2,36197.0,17253.0,18.250364845143505,REPUBLICAN
1448,2012,MISSOURI,MARIES,9140.0,43.1,44885.0,21883.0,14.070021881838075,REPUBLICAN
1449,2012,MISSOURI,MARION,28703.0,39.3,42756.0,22168.0,14.657004494303731,REPUBLICAN
1450,2012,MISSOURI,MERCER,3763.0,43.7,38125.0,20633.0,16.343343077331916,REPUBLICAN
1451,2012,MISSOURI,MILLER,24822.0,40.3,34763.0,19266.0,18.96301667875272,REPUBLICAN
1452,2012,MISSOURI,MISSISSIPPI,14231.0,39.8,29606.0,15375.0,21.40397723280163,REPUBLICAN
1453,2012,MISSOURI,MONITEAU,15587.0,37.4,49394.0,19599.0,10.117405530249567,REPUBLICAN
1454,2012,MISSOURI,MONROE,8876.0,44.0,40707.0,19888.0,13.958990536277602,REPUBLICAN
1455,2012,MISSOURI,MONTGOMERY,12181.0,42.9,40565.0,20297.0,16.574993842870043,REPUBLICAN
1456,2012,MISSOURI,MORGAN,20479.0,47.0,35446.0,18113.0,20.23536305483666,REPUBLICAN
1457,2012,MISSOURI,NEW MADRID,18780.0,39.7,35174.0,20282.0,21.437699680511184,REPUBLICAN
1458,2012,MISSOURI,NEWTON,58314.0,39.1,42644.0,22117.0,14.598552663168364,REPUBLICAN
1459,2012,MISSOURI,NODAWAY,23305.0,28.1,37815.0,18753.0,24.419652435099763,REPUBLICAN
1460,2012,MISSOURI,OREGON,10885.0,45.1,26926.0,15956.0,25.622416169039962,REPUBLICAN
1461,2012,MISSOURI,OSAGE,13857.0,39.2,51006.0,22253.0,9.79288446272642,REPUBLICAN
1462,2012,MISSOURI,OZARK,9672.0,49.5,32126.0,17627.0,18.23821339950372,REPUBLICAN
1463,2012,MISSOURI,PEMISCOT,18288.0,36.9,30194.0,16773.0,29.12292213473316,REPUBLICAN
1464,2012,MISSOURI,PERRY,18986.0,39.5,45553.0,23084.0,12.219530180132729,REPUBLICAN
1465,2012,MISSOURI,PETTIS,42044.0,37.3,38543.0,19760.0,16.932261440395777,REPUBLICAN
1466,2012,MISSOURI,PHELPS,44825.0,34.0,41388.0,20319.0,17.46793084216397,REPUBLICAN
1467,2012,MISSOURI,PIKE,18574.0,39.8,40812.0,18544.0,12.673629805103909,REPUBLICAN
1468,2012,MISSOURI,PLATTE,89567.0,38.5,67419.0,35133.0,7.254904149965947,REPUBLICAN
1469,2012,MISSOURI,POLK,31035.0,38.1,38852.0,18876.0,21.57241823747382,REPUBLICAN
1470,2012,MISSOURI,PULASKI,51620.0,26.6,47251.0,20312.0,11.416117783804728,REPUBLICAN
1471,2012,MISSOURI,PUTNAM,4976.0,45.2,35233.0,19774.0,18.971061093247588,REPUBLICAN
1472,2012,MISSOURI,RALLS,10198.0,44.2,50145.0,23632.0,10.168660521670915,REPUBLICAN
1473,2012,MISSOURI,RANDOLPH,25388.0,37.9,38067.0,17871.0,16.578698597762724,REPUBLICAN
1474,2012,MISSOURI,RAY,23422.0,40.0,52656.0,24157.0,10.255315515327469,REPUBLICAN
1475,2012,MISSOURI,REYNOLDS,6682.0,44.8,33326.0,18022.0,24.15444477701287,REPUBLICAN
1476,2012,MISSOURI,RIPLEY,14070.0,41.9,31431.0,15367.0,26.986496090973702,REPUBLICAN
1477,2012,MISSOURI,ST. CHARLES,360695.0,37.0,71416.0,31631.0,5.363257045426191,REPUBLICAN
1478,2012,MISSOURI,ST. CLAIR,9693.0,48.6,32075.0,18317.0,20.014443412772103,REPUBLICAN
1479,2012,MISSOURI,STE. GENEVIEVE,18066.0,42.6,47809.0,23716.0,10.467175910550205,REPUBLICAN
1480,2012,MISSOURI,ST. FRANCOIS,65246.0,38.7,36716.0,18893.0,16.066885326303527,REPUBLICAN
1481,2012,MISSOURI,SALINE,23232.0,38.0,39090.0,19017.0,17.729855371900825,REPUBLICAN
1482,2012,MISSOURI,SCHUYLER,4397.0,41.4,30896.0,18087.0,24.835114851034795,REPUBLICAN
1483,2012,MISSOURI,SCOTLAND,4843.0,39.4,40017.0,20305.0,18.21185215775346,REPUBLICAN
1484,2012,MISSOURI,SCOTT,39192.0,38.9,38968.0,20524.0,18.011328842620944,REPUBLICAN
1485,2012,MISSOURI,SHANNON,8407.0,44.2,33091.0,16749.0,21.125252765552517,REPUBLICAN
1486,2012,MISSOURI,SHELBY,6328.0,43.4,34219.0,18910.0,17.003792667509483,REPUBLICAN
1487,2012,MISSOURI,STODDARD,29902.0,41.4,37303.0,22533.0,15.316701223998395,REPUBLICAN
1488,2012,MISSOURI,STONE,31968.0,49.7,42084.0,21219.0,18.759384384384383,REPUBLICAN
1489,2012,MISSOURI,SULLIVAN,6667.0,40.2,34247.0,18348.0,17.27913604319784,REPUBLICAN
1490,2012,MISSOURI,TANEY,51596.0,41.1,40112.0,21863.0,16.41212497092798,REPUBLICAN
1491,2012,MISSOURI,TEXAS,25840.0,41.9,34520.0,17387.0,19.055727554179565,REPUBLICAN
1492,2012,MISSOURI,VERNON,20958.0,40.3,38138.0,19193.0,20.727168622960207,REPUBLICAN
1493,2012,MISSOURI,WARREN,32440.0,39.7,47877.0,24581.0,14.204685573366215,REPUBLICAN
1494,2012,MISSOURI,WASHINGTON,25120.0,40.1,34015.0,18010.0,22.60748407643312,REPUBLICAN
1495,2012,MISSOURI,WAYNE,13444.0,45.9,30427.0,18031.0,22.322225528116633,REPUBLICAN
1496,2012,MISSOURI,WEBSTER,36183.0,37.6,42384.0,19449.0,16.165049885305255,REPUBLICAN
1497,2012,MISSOURI,WORTH,2146.0,47.5,39946.0,22569.0,12.907735321528426,REPUBLICAN
1498,2012,MISSOURI,WRIGHT,18732.0,40.6,29485.0,15616.0,25.93423019431988,REPUBLICAN
1499,2012,MONTANA,BEAVERHEAD,9228.0,44.0,41039.0,22635.0,11.71434763762462,REPUBLICAN
1500,2012,MONTANA,BIG HORN,12872.0,30.1,36803.0,15239.0,26.25077688004972,DEMOCRAT
1501,2012,MONTANA,BLAINE,6514.0,35.0,37899.0,17250.0,26.71169788148603,DEMOCRAT
1502,2012,MONTANA,BROADWATER,5575.0,45.6,47480.0,24146.0,8.125560538116591,REPUBLICAN
1503,2012,MONTANA,CARBON,10057.0,48.0,47030.0,26421.0,10.768618872427165,REPUBLICAN
1504,2012,MONTANA,CARTER,1276.0,51.5,38750.0,22095.0,13.871473354231975,REPUBLICAN
1505,2012,MONTANA,CASCADE,81248.0,38.7,43817.0,23976.0,14.533280819220165,REPUBLICAN
1506,2012,MONTANA,CHOUTEAU,5811.0,41.5,41232.0,21656.0,18.241266563414214,REPUBLICAN
1507,2012,MONTANA,CUSTER,11706.0,41.7,43232.0,23712.0,14.718947548265847,REPUBLICAN
1508,2012,MONTANA,DANIELS,1734.0,51.7,43563.0,28440.0,11.245674740484429,REPUBLICAN
1509,2012,MONTANA,DAWSON,9022.0,42.1,49894.0,25441.0,13.57792063843937,REPUBLICAN
1510,2012,MONTANA,DEER LODGE,9277.0,46.2,34716.0,20462.0,24.01638460709281,DEMOCRAT
1511,2012,MONTANA,FALLON,3051.0,40.8,49732.0,28047.0,8.58734841035726,REPUBLICAN
1512,2012,MONTANA,FERGUS,11507.0,48.1,39276.0,24212.0,12.800903797688363,REPUBLICAN
1513,2012,MONTANA,FLATHEAD,90967.0,41.2,45545.0,25616.0,12.34513614827355,REPUBLICAN
1514,2012,MONTANA,GALLATIN,90339.0,32.4,52211.0,28642.0,12.671160849688397,REPUBLICAN
1515,2012,MONTANA,GARFIELD,1100.0,48.0,40125.0,24223.0,11.454545454545455,REPUBLICAN
1516,2012,MONTANA,GLACIER,13422.0,31.4,36872.0,17247.0,28.565042467590523,DEMOCRAT
1517,2012,MONTANA,GOLDEN VALLEY,769.0,50.2,38289.0,20696.0,22.886866059817944,REPUBLICAN
1518,2012,MONTANA,GRANITE,3083.0,51.8,40511.0,26018.0,13.396042815439507,REPUBLICAN
1519,2012,MONTANA,HILL,16157.0,35.2,42875.0,21753.0,17.800334220461718,DEMOCRAT
1520,2012,MONTANA,JEFFERSON,11360.0,46.8,60459.0,29875.0,7.649647887323944,REPUBLICAN
1521,2012,MONTANA,JUDITH BASIN,2052.0,51.3,41100.0,24492.0,12.524366471734893,REPUBLICAN
1522,2012,MONTANA,LAKE,28794.0,41.0,37211.0,20604.0,22.845037160519553,REPUBLICAN
1523,2012,MONTANA,LEWIS AND CLARK,63432.0,40.7,54535.0,27861.0,9.460524656324884,REPUBLICAN
1524,2012,MONTANA,LIBERTY,2326.0,47.6,40734.0,19845.0,25.494411006018918,REPUBLICAN
1525,2012,MONTANA,LINCOLN,19594.0,49.2,33234.0,21669.0,20.189854036950088,REPUBLICAN
1526,2012,MONTANA,MCCONE,1808.0,47.1,46528.0,25683.0,8.185840707964601,REPUBLICAN
1527,2012,MONTANA,MADISON,7688.0,50.0,48600.0,32711.0,10.626951092611863,REPUBLICAN
1528,2012,MONTANA,MEAGHER,1900.0,46.9,35000.0,19006.0,15.578947368421053,REPUBLICAN
1529,2012,MONTANA,MINERAL,4203.0,49.6,32618.0,17683.0,20.36640494884606,REPUBLICAN
1530,2012,MONTANA,MISSOULA,109402.0,34.3,44653.0,25548.0,16.41103453318952,DEMOCRAT
1531,2012,MONTANA,MUSSELSHELL,4597.0,48.2,43079.0,22896.0,13.813356536871874,REPUBLICAN
1532,2012,MONTANA,PARK,15655.0,45.9,40781.0,24126.0,10.865538166719897,REPUBLICAN
1533,2012,MONTANA,PETROLEUM,566.0,47.6,40682.0,22328.0,13.074204946996467,REPUBLICAN
1534,2012,MONTANA,PHILLIPS,4203.0,48.4,41214.0,22960.0,10.44492029502736,REPUBLICAN
1535,2012,MONTANA,PONDERA,6147.0,42.9,39223.0,22391.0,17.927444281763464,REPUBLICAN
1536,2012,MONTANA,POWDER RIVER,1639.0,47.4,42500.0,26187.0,9.517998779743746,REPUBLICAN
1537,2012,MONTANA,POWELL,7067.0,45.4,40765.0,19330.0,11.447573227677939,REPUBLICAN
1538,2012,MONTANA,PRAIRIE,1193.0,56.3,34875.0,19677.0,18.860016764459345,REPUBLICAN
1539,2012,MONTANA,RAVALLI,40311.0,46.3,40525.0,23636.0,14.504725757237479,REPUBLICAN
1540,2012,MONTANA,RICHLAND,9961.0,40.5,56050.0,30411.0,15.731352273868085,REPUBLICAN
1541,2012,MONTANA,ROOSEVELT,10477.0,30.9,40146.0,17758.0,21.54242626706118,DEMOCRAT
