Zipcode,Population,Median Age,Household Income,Per Capita Income,Poverty Count,Poverty Rate,Year
27109,2475,19.9,-666666666,3198,0,0,
27110,2138,20,-666666666,4784,0,0,
27127,37762,35,45431,24003,6894,18.25644828,
27201,69,32.3,75962,25290,0,0,
27203,21777,37.3,32463,17293,5561,25.53611609,
27205,34009,40.9,44490,21932,5379,15.81640154,
27207,3374,49.1,49610,26512,502,14.87848251,
27208,1867,44.1,37864,19893,333,17.8361007,
27209,4530,33.9,35952,17531,513,11.32450331,
27212,1915,37.8,37708,13466,203,10.60052219,
27214,10537,37.7,54289,27769,714,6.776122236,
27215,40111,42.5,44093,28431,6754,16.83827379,
27217,37009,38.7,34989,17725,9110,24.61563403,
27229,3440,31,31967,14006,1136,33.02325581,
27231,1674,47.9,53750,28901,285,17.02508961,
27233,3054,48.1,70861,29887,197,6.450556647,
27235,4191,52.9,79189,39108,141,3.364352183,
27239,8953,45.7,46789,23716,1404,15.68189434,
27242,2103,38.6,28628,16407,252,11.9828816,
27243,4335,49.3,62078,35050,158,3.644752018,
27244,14507,27.9,50089,22671,1635,11.27042118,
27248,4707,31.1,43706,19668,552,11.72721479,
27249,13131,40.6,49036,24020,1827,13.91363948,
27252,2715,43.9,52031,19483,722,26.59300184,
27253,29369,41.9,41424,24698,5813,19.79297899,
27258,6565,38.9,49375,22914,865,13.17593298,
27260,25361,31.9,24812,12704,10687,42.13950554,
27262,23654,37.8,39880,23719,5317,22.47822778,
27263,22091,40.1,42271,21911,3000,13.58019103,
27265,49886,39.3,55688,29067,5385,10.79461171,
27278,25217,40.5,61803,32961,2947,11.68656065,
27281,3017,46.4,46875,25423,367,12.16440172,
27282,17092,42,65463,32335,1510,8.834542476,
27283,2871,44.7,52275,28820,125,4.353883664,
27284,52849,42,57938,30673,6173,11.68044807,
27288,23181,44.1,33102,18514,6004,25.90052198,
27291,1525,49.9,48472,26199,274,17.96721311,
27292,39016,41.2,38937,19911,7884,20.20709453,
27295,38264,42.7,46661,24250,5720,14.94877692,
27298,9660,44.1,39963,21950,1447,14.97929607,
27299,5388,37.6,40804,18625,1201,22.29027468,
27301,8913,41.4,58656,26203,513,5.755637832,
27302,30315,37.3,54934,27116,3492,11.51904998,
27305,1764,43,43292,21522,312,17.68707483,
34269,4087,64,38536,25097,609,14.90090531,
34275,18040,60.2,50205,36191,2129,11.80155211,
34285,18462,69,50464,43117,1401,7.588560286,
34286,20726,38.9,66635,25641,2493,12.02837016,
34287,25450,57.5,43949,26803,2522,9.909626719,
34288,10825,44.9,47110,27821,2296,21.21016166,
34289,2329,49.6,46620,36677,220,9.446114212,
34291,5901,43.2,45202,22329,402,6.812404677,
34292,15784,65.9,57670,35601,1282,8.122149012,
34293,35624,58.9,52974,32697,3066,8.606557377,
34420,14639,43.7,38721,22146,2389,16.31942073,
34428,9522,48.9,37447,24538,2008,21.08800672,
34429,7430,57.3,41106,30053,1385,18.64064603,
34431,7803,52,34555,19301,1807,23.15775984,
34432,13346,54.1,40035,20985,2809,21.04750487,
34433,5364,54.7,45955,31298,513,9.563758389,
34434,8416,48,46726,22137,953,11.3236692,
34436,8036,52.9,33212,22798,1145,14.24838228,
34442,14693,62.2,43067,26662,2245,15.27938474,
34445,0,-666666666,-666666666,-666666666,0,,
34446,16397,63,41526,24118,2160,13.17314143,
34448,10413,56.3,30068,19488,2773,26.63017382,
34449,2627,56.8,25505,19519,720,27.40768938,
34450,10709,54.8,37022,26786,1630,15.22084228,
34452,11180,52,35204,20675,2321,20.76028623,
34453,10708,51.9,37668,21850,2333,21.78744864,
34461,10077,54.8,41725,24103,1425,14.14111343,
34465,17244,56.2,37370,23913,3447,19.98956159,
34470,18425,41,32068,19735,4189,22.73541384,
34471,25419,43,47850,28475,3898,15.33498564,
34472,29246,38.3,37038,18238,6171,21.10032141,
34473,20310,41.2,44184,19534,3570,17.57754801,
34474,15894,38.9,41302,26275,2270,14.28211904,
34475,12607,37,23986,11976,4164,33.02926945,
34476,22141,58.3,50101,27495,1965,8.874937898,
34479,13941,43,39702,20789,2625,18.82935227,
34480,18685,41.9,51764,26486,2392,12.8017126,
34481,18536,67.1,40550,25336,2456,13.2498921,
34482,23801,41.4,37854,18905,4701,19.75127096,
34484,3811,42.9,42361,21068,237,6.218840199,
34488,10106,54.9,26956,16936,2447,24.21333861,
34491,26153,63.6,42708,25752,3011,11.51301954,
34498,569,64.2,35556,25005,102,17.92618629,
34601,21186,49.6,38078,21873,3951,18.6491079,
34602,7331,49.2,46667,22944,1526,20.81571409,
34604,10510,43,44115,22149,1710,16.27021884,
34606,25940,55.5,38460,22329,4202,16.19892059,
34607,8772,56.9,44078,30249,1462,16.66666667,
34608,33554,43,39888,19345,6368,18.97836324,
34609,38775,45.1,49682,22979,4013,10.34945197,
34610,13276,45,43315,20525,2871,21.62548961,
34613,17801,58.5,39729,24650,2390,13.42621201,
34614,6857,45.3,45963,20265,839,12.23567158,
34637,7981,40.2,81694,29010,352,4.410474878,
34638,25073,33.7,81699,31317,1285,5.125034898,
34639,26816,41,72944,30863,1406,5.243138425,
34652,23592,49,32122,22293,4575,19.39216684,
34653,34516,45.4,36068,20024,6969,20.19063623,
34654,22502,45.7,46376,24494,2456,10.91458537,
34655,38844,48,56949,31073,2560,6.590464422,
34661,194,18.8,-666666666,29773,0,0,
34667,32610,55.7,39808,23923,5138,15.7559031,
34668,44664,46.2,33697,18412,9050,20.26240373,
34669,12192,47.7,42055,20548,2096,17.19160105,
34677,21374,44.2,61820,36822,2017,9.436698793,
34679,75,58.3,27750,20915,12,16,
34681,894,54.3,63944,31611,112,12.52796421,
34683,32292,47.6,61381,36054,2692,8.336430076,
34684,28148,53.8,47867,32012,2342,8.320306949,
34685,18434,47.6,78091,40486,1047,5.679722252,
34688,7245,51.8,80165,45378,728,10.04830918,
34689,27173,52.2,44064,29615,3720,13.69005999,
34690,12152,46.2,32641,19401,2677,22.02929559,
34691,19758,45.1,38177,20867,3899,19.73377872,
34695,17695,49.7,61366,35966,1595,9.013845719,
34698,37854,53.1,45254,30273,3273,8.64637819,
34705,2707,44.3,50740,22526,468,17.28851127,
34711,55442,42.1,61236,26575,5889,10.62191119,
34714,19463,36.1,52219,20651,2887,14.83327339,
34715,16478,39.5,60028,22362,938,5.692438403,
34731,10926,47.8,40370,24017,1490,13.63719568,
34734,4069,42.1,54082,26819,177,4.349963136,
34736,15834,40,49747,20380,2362,14.91726664,
34737,2427,52.2,62269,31663,214,8.817470128,
34739,421,33.9,-666666666,26677,102,24.2280285,
34741,45820,32.8,35325,17863,13067,28.51811436,
34743,40282,35.5,41422,15709,8681,21.55056849,
34744,50225,35.9,46119,19318,8176,16.27874564,
34746,41043,34.7,48742,19007,7171,17.47191969,
34747,16598,37.1,66607,34430,2081,12.53765514,
34748,38861,60.9,41217,24405,5707,14.68567458,
34753,5592,31.8,42474,14683,1069,19.11659514,
34756,3652,39.5,71164,34024,247,6.763417306,
34758,37311,34.8,40627,15505,8107,21.72817668,
34759,35558,39.4,42391,16152,7093,19.9476911,
34760,851,48.2,58214,28951,63,7.403055229,
34761,42941,35.5,57779,24777,5607,13.05745092,
34762,396,58.5,-666666666,33784,69,17.42424242,
34769,22523,42.6,41657,21417,4619,20.50792523,
34771,14281,41.4,63362,25678,1317,9.222043274,
34772,29182,37,59049,22336,3196,10.95195669,
34773,3739,36.1,55481,17233,687,18.37389676,
34785,26163,59,51825,27449,2216,8.469976685,
34786,38249,35.2,98970,49054,2475,6.470757405,
34787,55845,35,61484,29289,5176,9.268511057,
34788,17401,58.3,38901,25090,2753,15.82092983,
34797,796,60.4,84265,48484,11,1.381909548,
34945,5774,42.7,39753,20229,883,15.29269138,
34946,6753,40.9,28141,16879,2335,34.57722494,
34947,13276,30.1,24805,12302,5388,40.58451341,
34949,7239,66.1,52398,43484,491,6.782704793,
34950,15099,36.3,18988,14222,6121,40.53910855,
34951,14993,56.6,46739,28972,1829,12.19902621,
34952,38951,52.6,42350,25341,5417,13.90721676,
34953,66911,35.9,53628,21414,10741,16.05266698,
34956,9970,32.6,34007,12554,2998,30.07021063,
34957,22071,57.3,47492,35327,2631,11.92061982,
34972,20053,35.7,34944,13159,4577,22.82451504,
34974,22941,48.1,37811,22146,5291,23.06351074,
34981,5787,43.9,40000,23303,1042,18.00587524,
34982,23833,45,34323,19180,6150,25.80455671,
34983,41469,41.5,47609,22122,5983,14.42764475,
34984,15023,41.5,53275,25278,2013,13.39945417,
34986,24100,53.1,53705,35050,2684,11.13692946,
34987,7167,42.4,70720,30173,197,2.748709362,
34990,28134,51.9,76056,45142,1241,4.411032914,
34994,16955,48.5,39195,25971,3534,20.84340902,
34996,11039,64,54607,53982,845,7.654678866,
34997,42971,49.5,50567,29486,4283,9.967187173,
35004,10418,37.2,61371,29364,751,7.208677289,
35005,7708,41.7,46504,21810,1291,16.74883238,
35006,3099,43.5,40664,19371,422,13.6172959,
35007,26630,36.9,67794,25425,3184,11.95644011,
35010,20826,41.3,34865,19560,5356,25.71785268,
35013,43,43,-666666666,,35,81.39534884,
35014,4077,43.2,42923,20058,575,14.10350748,
35016,15997,42.6,41019,23653,2526,15.79046071,
35019,2358,40.6,31103,16673,515,21.84054283,
35020,27134,38.2,26789,15199,9139,33.68099064,
35022,19416,41.8,59638,29911,1822,9.384013185,
35023,25049,40.9,46858,21449,2884,11.51343367,
35031,8306,41.3,37371,18942,2259,27.19720684,
35032,76,28.3,30000,8247,23,30.26315789,
35033,3532,43.3,36395,20956,686,19.42242356,
35034,4804,36.3,31069,9443,415,8.638634471,
35035,1203,45.6,76481,26510,36,2.992518703,
35036,294,16.8,14438,8063,147,50,
35040,16646,34.2,62262,25181,891,5.35263727,
35042,5813,46.8,42093,27745,661,11.37106485,
35043,10584,36,86530,31150,602,5.687830688,
35044,8076,38.8,36864,20089,2155,26.68400198,
35045,14795,40.2,45086,24714,2716,18.35755323,
35046,5028,42.4,50126,23213,943,18.75497216,
35049,3726,40.5,44405,19596,521,13.9828234,
35051,8753,40.1,41875,22748,1252,14.30366731,
35052,263,73.5,-666666666,18426,108,41.06463878,
35053,2614,49.1,43281,23604,401,15.34047437,
35054,3974,51.3,53546,27013,481,12.10367388,
35055,20520,38.9,38586,20572,3641,17.74366472,
35057,13090,39.7,47125,22980,1724,13.17035905,
35058,9441,42.1,40186,23291,1342,14.21459591,
35060,306,59.4,-666666666,19549,90,29.41176471,
35061,1381,43.8,39286,18190,243,17.59594497,
35062,7670,42.6,43853,23818,955,12.45110821,
35063,3879,43,36875,19102,880,22.68625935,
35064,11392,36.6,32895,18298,3019,26.50105337,
35068,8201,38.9,53052,26003,1250,15.24204365,
35070,276,39.6,27679,14525,109,39.49275362,
35071,15815,41.7,61520,29994,1263,7.986089156,
35072,4647,41,33965,16769,802,17.25844631,
35073,2213,48.6,43929,19940,316,14.27925892,
35074,0,-666666666,-666666666,-666666666,0,,
35077,12676,41.1,35752,18184,2574,20.30609025,
35078,2207,44.4,43625,25166,435,19.71001359,
35079,8647,40.1,45363,20301,1045,12.08511623,
35080,16882,34.3,83914,31771,538,3.186826205,
35082,0,-666666666,-666666666,-666666666,0,,
35083,3611,33.6,33942,16991,692,19.16366657,
35085,8646,38.5,34689,18383,1855,21.4550081,
35087,1688,45.6,29262,24592,484,28.67298578,
35089,1795,49.8,27287,17537,261,14.54038997,
35091,3010,34.3,72232,25650,237,7.873754153,
35094,14281,38.9,55403,26763,1832,12.82823332,
35096,7866,43.1,48864,24581,1048,13.32316298,
35097,2082,45.7,42906,18364,182,8.741594621,
35098,1208,40.3,29461,18509,116,9.602649007,
35111,16781,38.2,75771,29916,1104,6.578868959,
35112,306,32.3,95391,22391,0,0,
35114,8053,38.4,81992,34228,534,6.631069167,
35115,14532,33,39776,19400,3222,22.17175888,
35116,4113,47,63581,29665,215,5.227327984,
35117,5359,40.9,70083,30831,598,11.15879828,
35118,3182,43.8,51149,24673,291,9.145191703,
35119,92,-666666666,-666666666,,92,100,
35120,14311,37,61152,22655,1210,8.455034589,
35121,15135,40,48182,21929,2511,16.59068385,
35124,24374,38.6,74063,34414,1388,5.694592599,
35125,10855,41.9,40392,20263,2078,19.14325196,
35126,21507,42.6,59458,26430,2466,11.46603431,
35127,10284,43.1,63292,26412,772,7.50680669,
35128,10187,43.2,51741,31797,1449,14.22401099,
35130,2959,44,42308,21318,642,21.69651909,
35131,4388,45.7,31515,16223,959,21.85505925,
35133,3058,43,48372,20282,294,9.61412688,
35135,1618,40.4,51705,27877,125,7.725587145,
35136,1960,48.1,32037,18530,218,11.12244898,
35139,159,42.9,37656,14397,87,54.71698113,
35143,3432,47.3,53194,27294,920,26.80652681,
35146,12560,39.8,71667,25321,1316,10.47770701,
35147,5861,35,76824,33098,423,7.21719843,
35148,2822,41,33750,20519,684,24.23812899,
35149,561,43.8,26094,12237,270,48.12834225,
35150,17526,38.1,31985,19468,4399,25.09985165,
35151,7172,45.9,40199,19896,1173,16.3552705,
35160,26350,42.5,33580,19427,5660,21.4800759,
35171,3826,35.4,50231,20498,475,12.41505489,
35172,3032,45.9,34625,19477,678,22.36147757,
35173,26597,39.6,79868,34795,1636,6.15106967,
35175,5888,38,54125,22496,637,10.81861413,
35176,811,45.6,42321,31112,83,10.23427867,
35178,4042,41,51474,20994,603,14.91835725,
35179,9601,39.2,43109,22618,1726,17.97729403,
35180,14380,41.2,56046,25488,1332,9.26286509,
35183,901,37.6,52880,26587,79,8.768035516,
35184,5963,38.2,35698,16173,1417,23.76320644,
35186,5056,46.6,56632,31965,602,11.90664557,
35187,4,-666666666,-666666666,,0,0,
35188,3280,32.1,55333,22934,332,10.12195122,
35203,3106,38.6,15239,20967,916,29.49130715,
35204,9911,44,20371,14067,3794,38.28069821,
35205,21124,28.6,32097,26892,5812,27.51372846,
35206,16476,39.2,32108,17234,5388,32.70211216,
35207,9506,33.1,22169,12362,4238,44.58236903,
35208,14529,37,33526,16338,3951,27.19388809,
35209,29599,29.9,51266,35172,4933,16.66610358,
35210,14269,44,44140,29001,2446,17.14205621,
35211,24101,39.7,27198,18633,7606,31.55885648,
35212,12579,33.5,28010,18485,4707,37.4195087,
35213,13412,36.9,101500,63378,676,5.040262452,
35214,18008,45.2,42633,22838,3197,17.75322079,
35215,49475,31.8,39786,21045,12053,24.36179889,
35216,36047,33.2,56661,35784,3773,10.46689045,
35217,13152,41.3,27944,18106,3913,29.75212895,
35218,7065,37.7,23266,14489,2954,41.81174805,
35221,4715,40.9,31196,19066,996,21.12407211,
35222,8698,40.8,47258,33554,2394,27.52356864,
46166,1819,40.4,54167,25163,300,16.49257834,
46167,6292,39.3,76846,29467,206,3.273998729,
46168,32932,38.8,63675,29607,1921,5.833232115,
46171,1393,50.3,42455,25661,84,6.030150754,
46172,2327,42.1,53017,27199,266,11.43102707,
46173,10536,41.7,41718,23430,1946,18.47000759,
46175,624,40.8,42750,19431,206,33.01282051,
46176,27533,39.8,48689,24323,4191,15.22173392,
46180,857,43.5,47008,24855,109,12.71878646,
46181,4504,43.8,69955,30159,155,3.441385435,
46182,1385,47.5,57946,26358,57,4.115523466,
46183,275,21.6,-666666666,28156,0,0,
46184,13220,34.1,62007,24417,642,4.856278366,
46186,1849,38.2,66786,24265,254,13.73715522,
46201,30538,34.7,27077,15638,11113,36.39072631,
46202,18288,30,33020,28942,5440,29.74628171,
46203,38248,33.8,31876,16926,11889,31.08397825,
46204,7001,31.8,47958,34420,1162,16.59762891,
46205,27870,33.8,37831,26121,7147,25.64406172,
46208,23504,31.6,31312,23930,6560,27.91014295,
46214,24246,34.2,43281,23933,3271,13.49088509,
46216,2044,44.9,43631,34485,180,8.806262231,
46217,31508,36.6,61055,27311,2736,8.68350895,
46218,26831,37.8,23203,15979,10812,40.29667176,
46219,36057,38.5,39384,21966,7608,21.09992512,
46220,36128,35.8,66279,44914,2329,6.446523472,
46221,26177,33.2,43395,20485,5133,19.6088169,
46222,35467,29.9,27062,14105,13000,36.65379085,
46224,36148,30.9,33800,17203,11642,32.20648445,
46225,7664,35.7,31291,15824,2066,26.95720251,
46226,45401,32.9,34241,18269,11054,24.34748133,
46227,58930,32.8,37686,21177,12040,20.43101985,
46228,14847,40,60397,31529,1550,10.43981949,
46229,28040,35.6,44547,25058,5079,18.11340942,
46231,10316,36.6,62933,24394,704,6.824350523,
46234,27770,37.4,71652,31360,1465,5.275477134,
46235,33459,28.7,36959,17399,9369,28.00143459,
46236,26880,40.3,81276,38455,1698,6.316964286,
46237,39793,35,60806,28407,3532,8.875932953,
46239,29187,32.4,69557,26824,2582,8.846404221,
46240,19474,40.1,54635,42081,2880,14.78894937,
46241,32081,32.3,35284,15528,9942,30.99030579,
46250,18400,33.6,55340,39741,1487,8.081521739,
46254,40335,29.8,42497,22205,7707,19.1074749,
46256,23119,41.8,66668,42810,1829,7.911241836,
46259,11364,37,94242,32722,246,2.164730729,
46260,32692,34.6,44724,31484,6167,18.86394225,
46268,25036,35.1,45991,27250,3690,14.73877616,
46278,7985,40.9,104837,57922,711,8.904195366,
46280,7511,37.8,61782,33163,555,7.389162562,
46290,231,65,152404,71667,14,6.060606061,
46301,643,63.6,71125,66205,33,5.132192846,
46303,14375,36.1,64835,27528,1498,10.42086957,
46304,24270,40.2,74682,35049,1774,7.309435517,
46307,61385,40.2,73704,32776,3639,5.928158345,
46310,14217,39.2,53523,22972,792,5.570795526,
46311,21708,42.9,77292,36193,991,4.565137277,
46312,28961,31.3,27264,14363,10179,35.14726701,
46319,17924,36.3,55935,25133,1961,10.94063825,
46320,14822,30.5,30836,14779,5069,34.19916341,
46321,23103,44.1,70894,38454,1879,8.133142882,
46322,23107,42.3,62240,30381,1749,7.569134894,
46323,22256,34,47167,20877,3656,16.42703091,
46324,22307,34.8,44569,21004,4908,22.00206213,
46327,11842,32.9,36244,15137,3238,27.34335416,
46340,859,43.4,56652,28082,147,17.112922,
46341,10215,39.4,61900,25951,1159,11.34605972,
46342,30473,39.5,58489,26789,3240,10.63236308,
46345,225,38.5,62500,25527,5,2.222222222,
46346,1304,32.3,34286,14793,327,25.07668712,
46347,4885,42.2,70409,29760,211,4.319344933,
46348,1003,44.6,55588,32239,63,6.28115653,
46349,3005,46.1,54188,25992,378,12.57903494,
46350,42558,41.5,48740,26529,5902,13.8681329,
46356,17873,39.2,69607,28057,1337,7.480557265,
46360,43509,40.3,42219,22801,9317,21.41396033,
46365,713,56.1,39423,26450,0,0,
46366,5431,42.7,40746,21581,977,17.98932057,
46368,39062,39.5,54926,25979,5640,14.43858481,
46371,4003,34,74828,24365,646,16.13789658,
46373,14849,44.6,98955,42012,398,2.680315173,
46374,1033,42.8,61131,26397,31,3.000968054,
46375,23127,44.1,73814,38020,823,3.558611147,
46376,280,47.3,36250,21467,19,6.785714286,
46377,326,34.2,-666666666,22172,0,0,
46379,137,55.7,76250,42825,0,0,
46381,81,58.8,37125,26601,0,0,
46382,1858,46.4,71628,30518,81,4.359526372,
46383,40866,36.1,58176,29297,5159,12.62418637,
46385,39743,39.5,72494,32941,3375,8.492061495,
46390,2925,41.1,74727,30423,207,7.076923077,
46391,10252,35.7,64767,17697,613,5.979321108,
46392,8022,39.2,56267,25021,771,9.611069559,
46393,248,46.4,65063,21423,9,3.629032258,
46394,11992,37,49519,23611,2043,17.03635757,
46402,6284,37.2,16126,13542,3022,48.09038829,
46403,13869,37.7,39731,24022,4109,29.62722619,
46404,17332,38.5,29466,17312,5406,31.19086084,
46405,11658,35.1,42273,17118,2816,24.15508664,
46406,9402,36,29815,15909,3275,34.83301425,
46407,11728,37.1,18894,11981,5381,45.88165075,
46408,15640,38.3,33827,17522,5378,34.38618926,
46409,8094,37,28625,13353,2736,33.8028169,
46410,38721,38.3,51136,24987,6109,15.77696857,
46501,3653,38.5,50740,21234,357,9.772789488,
46502,283,22.8,96406,26727,0,0,
46504,3601,42.5,49331,23659,304,8.442099417,
46506,9587,36.4,53488,22506,848,8.845311359,
46507,9409,42,54900,29416,1161,12.33924965,
46508,143,45.5,40714,16059,46,32.16783217,
46510,3786,41.8,54000,23334,407,10.75013207,
46511,4228,41.5,46354,26853,459,10.85619678,
46514,40956,39.4,48348,23678,5599,13.67076863,
46516,33885,33.4,39535,18260,8000,23.60926664,
46517,24162,35.1,46006,20227,4597,19.0257429,
46524,2213,35,61302,23850,256,11.56800723,
46526,32827,34.4,50502,21992,4272,13.01367777,
46528,26053,34.2,53502,23304,3172,12.17518136,
46530,30783,41.1,91157,41639,1666,5.412078095,
46531,1431,39.3,47500,20693,194,13.55695318,
46532,1905,47.3,57083,25212,180,9.448818898,
46534,11731,40.4,41863,20889,1903,16.22197596,
46536,3471,46.3,50641,24566,480,13.82886776,
46537,606,40.3,56500,20047,23,3.795379538,
46538,3753,45.1,55515,27603,307,8.180122569,
46539,1971,41.9,45481,24287,187,9.487569762,
46540,11484,29.4,62634,23703,853,7.427725531,
46542,3919,37.5,51181,21101,526,13.42179127,
46543,3721,23.6,67143,23592,230,6.181134104,
46544,31576,37.7,45165,23300,4325,13.69711173,
46545,24226,37.8,38388,23511,4095,16.903327,
46550,13028,31.2,55659,23310,875,6.716303347,
46552,6904,43.2,55685,29774,699,10.12456547,
46553,3215,37.9,53210,23485,120,3.732503888,
46554,5071,38.8,47446,23078,858,16.9197397,
46555,2991,46,50595,25512,308,10.29755934,
46556,7468,20.7,19306,5684,543,7.271023032,
46561,13166,38.5,70916,25471,1130,8.582713049,
46562,5309,39.9,51262,21938,748,14.08928235,
46563,23924,40.7,48000,23279,3316,13.86055844,
46565,8405,25.5,57719,19422,1138,13.53955979,
46567,8854,44.8,54019,31725,831,9.385588435,
46570,1115,37.2,56339,24941,101,9.058295964,
46571,5297,23.6,53341,19074,609,11.49707382,
46573,3687,42.9,56768,26601,184,4.990507187,
46574,9004,43.2,50606,23580,883,9.806752554,
46580,21606,38.2,51170,28900,1952,9.034527446,
46582,12892,35.4,62306,27933,1244,9.649394974,
46590,5129,30.6,57978,28034,534,10.41138624,
46595,122,26.3,36319,19097,37,30.32786885,
46601,6418,34.4,15508,11538,2816,43.87659707,
46613,10872,29.5,31279,14503,3571,32.84584253,
46614,30581,40.3,47835,27100,4250,13.89751807,
46615,13720,35.3,38588,20993,2776,20.23323615,
46616,5661,32.4,35836,19531,1731,30.57763646,
46617,9169,32.8,50904,31727,1557,16.98113208,
46619,22350,34.6,36901,16121,5446,24.36689038,
46628,25263,36.5,41043,23654,6209,24.57744528,
46635,6499,44.7,51151,25360,964,14.83305124,
46637,15247,38,51927,27714,1456,9.549419558,
46701,8000,42.8,53022,25680,656,8.2,
46702,2207,48,55256,25089,326,14.7711826,
46703,17624,40.1,47095,23934,1984,11.25737631,
46704,28,25.4,-666666666,,5,17.85714286,
46705,1574,36.2,48529,20724,246,15.62897078,
46706,18535,41.2,51087,29744,1926,10.39115187,
46710,3916,39.9,53750,24009,235,6.00102145,
46711,7252,33.1,43934,20367,1364,18.80860452,
46714,14498,38.7,44695,23737,2249,15.51248448,
46721,4893,41,51885,23639,396,8.093194359,
46723,7518,42.9,60526,30212,464,6.171854217,
46725,22888,42.2,53340,26774,2094,9.148898986,
46730,1106,42.8,50865,25959,148,13.38155515,
46731,546,44.5,50677,26786,141,25.82417582,
46732,3518,29.4,50379,18656,610,17.33939738,
46733,18776,38.6,48883,24220,2448,13.03792075,
46737,7430,46,56497,31192,573,7.711978466,
46738,8387,37.2,42359,21421,1424,16.97865745,
46740,4646,27,41060,15746,1276,27.46448558,
46741,4579,34.9,50231,20059,640,13.97685084,
46742,3369,46.3,54181,26058,324,9.617097061,
46743,2177,32.4,60286,21706,200,9.186954525,
46745,1774,46.9,49688,30693,149,8.399098083,
46746,4263,36.1,52688,23661,703,16.49073422,
46747,2981,43,47617,23358,294,9.862462261,
46748,5471,37,74050,33726,386,7.055382928,
46750,26965,39.6,45886,22831,3138,11.63730762,
46755,15381,38.8,44268,22398,2367,15.38911644,
46759,421,48.8,58625,21953,127,30.16627078,
46760,1344,39.3,53125,22244,172,12.79761905,
46761,12435,31.9,50628,20971,1455,11.70084439,
46763,2237,34,57009,29209,289,12.91908806,
46764,1360,45.3,67132,26013,71,5.220588235,
46765,5408,36.2,80994,29168,80,1.479289941,
46766,844,43.8,44375,24332,28,3.317535545,
46767,8500,30.9,49493,21504,833,9.8,
46770,2896,40.6,59049,27176,283,9.772099448,
46771,0,-666666666,-666666666,-666666666,0,,
46772,3413,19.6,53952,14224,896,26.25256373,
46773,3346,41.2,55244,24972,226,6.754333533,
46774,16809,36.5,50859,22071,2059,12.24939021,
46776,1417,51.9,51061,25504,144,10.16231475,
46777,6479,38.8,62061,23625,587,9.06004013,
46779,2229,33.8,50833,22089,192,8.613728129,
46781,874,46.2,53750,23021,40,4.576659039,
46783,6364,39.4,76332,34882,443,6.961030798,
46784,2185,47,51528,28681,264,12.08237986,
46785,1648,33.2,63182,22857,184,11.16504854,
46786,157,14.5,-666666666,,157,100,
46787,3698,38,57535,25755,349,9.437533802,
46788,3541,34.4,58611,24949,353,9.968935329,
46791,1052,37.8,63958,27018,57,5.418250951,
46792,3613,41.2,47295,24615,285,7.888181567,
46793,4412,35.1,53663,20382,610,13.82592928,
46794,1590,44.4,49914,23013,103,6.477987421,
46795,6519,46.1,59472,26546,603,9.249884952,
46797,3868,36,66845,27136,194,5.015511892,
46798,1524,48,61875,32649,84,5.511811024,
46799,228,35.2,36932,17728,13,5.701754386,
46802,11073,30.4,30512,17740,3826,34.55251513,
46803,9766,29.3,21344,11137,4622,47.32746263,
46804,28865,40.8,63397,35576,1992,6.901091287,
46805,21017,34.5,37353,21239,4070,19.36527573,
46806,25100,28.5,27203,12839,9433,37.58167331,
46807,16895,31.3,45657,20194,3337,19.75140574,
46808,19220,34.6,40089,20864,3235,16.8314256,
46809,8583,40,35331,21669,1570,18.2919725,
46814,12272,38.8,111523,56842,550,4.481747066,
46815,28068,37,55356,25557,2247,8.005557931,
46816,18447,36,32485,19501,4547,24.64899442,
46818,20767,36.6,56036,25797,2165,10.42519382,
46819,9550,38,46788,23043,1312,13.7382199,
46825,28890,35.7,51864,27117,3248,11.24264451,
46835,34463,36,57962,28489,3469,10.06586774,
46845,21802,40.1,85610,39527,685,3.141913586,
46901,39867,40.8,41001,23071,7648,19.18378609,
46902,35993,41.3,47224,26450,5675,15.76695469,
46910,3354,34.3,45833,21609,392,11.68753727,
46911,1224,38.1,59688,24896,54,4.411764706,
46913,1232,46.7,54783,29277,72,5.844155844,
46914,1748,45.4,48125,21840,175,10.01144165,
46915,614,43,60735,27722,20,3.25732899,
46917,1926,37.5,50263,21033,302,15.68016615,
46919,2427,39.8,41927,22997,438,18.04697157,
46920,1076,38.5,75380,25011,71,6.598513011,
46922,25,30.4,-666666666,,0,0,
46923,8059,42.6,50417,25140,834,10.3486785,
12981,2366,39.3,59570,27809,244,10.31276416,
12983,7520,48.5,49859,29766,1211,16.1037234,
12985,1278,38.6,39414,23101,229,17.91862285,
12986,6157,40.4,53236,28309,775,12.58729901,
12987,243,51.7,32917,24685,45,18.51851852,
12989,953,50.6,65592,31999,92,9.653725079,
12992,4831,40.7,50375,27503,896,18.5468847,
12993,1508,54,49491,30121,183,12.13527851,
12996,2030,54,56750,33951,191,9.408866995,
12997,1336,44.6,57500,29575,104,7.784431138,
12998,371,45.5,42350,24180,9,2.425876011,
13020,60,45.5,52083,28383,10,16.66666667,
13021,38756,42.5,47905,27516,4605,11.88203117,
13024,1707,38.1,-666666666,3234,0,0,
13026,1800,34.3,67159,28080,169,9.388888889,
13027,32208,43.7,70593,34785,2155,6.690884252,
13028,1610,37.7,40000,27764,95,5.900621118,
13029,7379,38.3,62459,31675,887,12.020599,
13030,3830,41.8,65241,30271,481,12.55874674,
13031,15710,43.7,70182,34312,967,6.155315086,
